product_sk,last_movement_date,days_since_movement,is_slow_moving,Product_ID,Product_Name,Category,Sub_Category,Source_System
402,2017-12-03,8,False,TEC-PH-10000576,AT&T 1080 Corded phone,Technology,Phones,Supply_Chain
403,2017-10-07,65,False,TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,Technology,Accessories,Supply_Chain
404,2015-09-04,829,True,OFF-PA-10000141,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",Office Supplies,Paper,Supply_Chain
405,2016-03-12,639,True,OFF-EN-10004459,Security-Tint Envelopes,Office Supplies,Envelopes,Supply_Chain
406,2017-04-04,251,True,OFF-EN-10001532,Brown Kraft Recycled Envelopes,Office Supplies,Envelopes,Supply_Chain
407,2017-10-05,67,False,FUR-TA-10004086,KI Adjustable-Height Table,Furniture,Tables,Supply_Chain
408,2016-09-10,457,True,OFF-PA-10000100,Xerox 1945,Office Supplies,Paper,Supply_Chain
409,2017-07-07,157,True,OFF-PA-10004100,Xerox 216,Office Supplies,Paper,Supply_Chain
410,2016-11-07,399,True,OFF-ST-10003479,"Eldon Base for stackable storage shelf, platinum",Office Supplies,Storage,Supply_Chain
411,2016-06-05,554,True,OFF-LA-10000973,Avery 502,Office Supplies,Labels,Supply_Chain
412,2016-12-11,365,True,OFF-ST-10001476,Steel Personal Filing/Posting Tote,Office Supplies,Storage,Supply_Chain
413,2016-11-12,394,True,OFF-EN-10002831,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,Envelopes,Supply_Chain
414,2016-11-12,394,True,OFF-PA-10001763,Xerox 1896,Office Supplies,Paper,Supply_Chain
415,2017-06-01,193,True,OFF-BI-10002072,Cardinal Slant-D Ring Binders,Office Supplies,Binders,Supply_Chain
416,2015-11-10,762,True,OFF-AP-10003849,Hoover Shoulder Vac Commercial Portable Vacuum,Office Supplies,Appliances,Supply_Chain
417,2015-04-04,982,True,OFF-FA-10000735,Staples,Office Supplies,Fasteners,Supply_Chain
418,2016-09-03,464,True,OFF-BI-10003350,Acco Expandable Hanging Binders,Office Supplies,Binders,Supply_Chain
419,2017-06-08,186,True,TEC-PH-10000307,Shocksock Galaxy S4 Armband,Technology,Phones,Supply_Chain
420,2016-12-06,370,True,TEC-CO-10004202,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Technology,Copiers,Supply_Chain
421,2016-11-11,395,True,FUR-FU-10001852,"Eldon Regeneration Recycled Desk Accessories, Smoke",Furniture,Furnishings,Supply_Chain
422,2016-07-02,527,True,FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,Furniture,Chairs,Supply_Chain
423,2015-12-06,736,True,OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Office Supplies,Art,Supply_Chain
424,2017-03-12,274,True,TEC-PH-10004700,PowerGen Dual USB Car Charger,Technology,Phones,Supply_Chain
425,2016-12-11,365,True,OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,Office Supplies,Binders,Supply_Chain
426,2017-12-01,10,False,OFF-BI-10003429,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Office Supplies,Binders,Supply_Chain
427,2017-08-07,126,True,TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,Technology,Accessories,Supply_Chain
428,2017-12-08,3,False,FUR-FU-10004952,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",Furniture,Furnishings,Supply_Chain
429,2017-12-08,3,False,OFF-ST-10004123,Safco Industrial Wire Shelving System,Office Supplies,Storage,Supply_Chain
430,2017-12-08,3,False,OFF-PA-10003172,Xerox 1996,Office Supplies,Paper,Supply_Chain
431,2017-12-08,3,False,OFF-ST-10002352,Iris Project Case,Office Supplies,Storage,Supply_Chain
432,2014-09-08,1190,True,OFF-PA-10002259,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Office Supplies,Paper,Supply_Chain
433,2017-05-09,216,True,FUR-CH-10001270,Harbour Creations Steel Folding Chair,Furniture,Chairs,Supply_Chain
434,2017-12-03,8,False,TEC-AC-10001990,Kensington Orbit Wireless Mobile Trackball for PC and Mac,Technology,Accessories,Supply_Chain
435,2017-12-04,7,False,FUR-CH-10004540,Global Chrome Stack Chair,Furniture,Chairs,Supply_Chain
436,2017-08-01,132,True,TEC-PH-10002660,Nortel Networks T7316 E Nt8 B27,Technology,Phones,Supply_Chain
437,2017-12-04,7,False,FUR-CH-10004860,Global Low Back Tilter Chair,Furniture,Chairs,Supply_Chain
438,2017-09-09,93,True,OFF-BI-10002432,Wilson Jones Standard D-Ring Binders,Office Supplies,Binders,Supply_Chain
439,2017-09-09,93,True,OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Office Supplies,Binders,Supply_Chain
440,2017-09-09,93,True,OFF-AR-10003602,"Quartet Omega Colored Chalk, 12/Pack",Office Supplies,Art,Supply_Chain
441,2017-09-09,93,True,FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Furniture,Furnishings,Supply_Chain
442,2017-09-09,93,True,TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,Technology,Accessories,Supply_Chain
443,2017-11-10,31,False,TEC-PH-10002200,Samsung Galaxy Note 2,Technology,Phones,Supply_Chain
444,2014-07-12,1248,True,OFF-ST-10000107,Fellowes Super Stor/Drawer,Office Supplies,Storage,Supply_Chain
445,2017-08-07,126,True,TEC-PH-10000439,GE DSL Phone Line Filter,Technology,Phones,Supply_Chain
446,2016-12-04,372,True,FUR-FU-10001602,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furniture,Furnishings,Supply_Chain
447,2016-12-04,372,True,OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,Office Supplies,Binders,Supply_Chain
448,2017-09-07,95,True,OFF-PA-10001685,Easy-staple paper,Office Supplies,Paper,Supply_Chain
449,2016-12-04,372,True,OFF-ST-10001418,Carina Media Storage Towers in Natural & Black,Office Supplies,Storage,Supply_Chain
450,2016-12-04,372,True,OFF-ST-10000676,Fellowes Econo/Stor Drawers,Office Supplies,Storage,Supply_Chain
451,2017-11-11,30,False,FUR-FU-10001424,Dax Clear Box Frame,Furniture,Furnishings,Supply_Chain
452,2017-11-06,35,False,OFF-AR-10001022,SANFORD Liquid Accent Tank-Style Highlighters,Office Supplies,Art,Supply_Chain
453,2017-10-02,70,False,FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",Furniture,Furnishings,Supply_Chain
454,2017-12-02,9,False,OFF-AR-10003903,Sanford 52201 APSCO Electric Pencil Sharpener,Office Supplies,Art,Supply_Chain
455,2017-11-11,30,False,OFF-FA-10004854,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Office Supplies,Fasteners,Supply_Chain
456,2016-12-11,365,True,FUR-TA-10004619,Hon Non-Folding Utility Tables,Furniture,Tables,Supply_Chain
457,2017-05-11,214,True,FUR-BO-10004467,Bestar Classic Bookcase,Furniture,Bookcases,Supply_Chain
458,2015-11-08,764,True,TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,Technology,Phones,Supply_Chain
459,2017-04-02,253,True,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,Furniture,Furnishings,Supply_Chain
460,2017-11-08,33,False,FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,Furniture,Furnishings,Supply_Chain
461,2017-09-04,98,True,OFF-BI-10001634,Wilson Jones Active Use Binders,Office Supplies,Binders,Supply_Chain
462,2017-09-02,100,True,OFF-AR-10000422,Pencil and Crayon Sharpener,Office Supplies,Art,Supply_Chain
463,2017-06-04,190,True,OFF-PA-10002870,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11",Office Supplies,Paper,Supply_Chain
464,2017-12-02,9,False,OFF-AR-10004022,Panasonic KP-380BK Classic Electric Pencil Sharpener,Office Supplies,Art,Supply_Chain
465,2016-09-08,459,True,TEC-AC-10004209,Memorex Froggy Flash Drive 4 GB,Technology,Accessories,Supply_Chain
466,2014-11-02,1135,True,TEC-AC-10000023,"Maxell 74 Minute CD-R Spindle, 50/Pack",Technology,Accessories,Supply_Chain
467,2017-02-05,309,True,TEC-PH-10003505,Geemarc AmpliPOWER60,Technology,Phones,Supply_Chain
468,2017-04-09,246,True,OFF-LA-10000121,Avery 48,Office Supplies,Labels,Supply_Chain
469,2017-04-09,246,True,OFF-BI-10002026,Avery Arch Ring Binders,Office Supplies,Binders,Supply_Chain
470,2017-10-01,71,False,OFF-PA-10000994,Xerox 1915,Office Supplies,Paper,Supply_Chain
471,2016-11-03,403,True,OFF-BI-10002813,Avery Reinforcements for Hole-Punch Pages,Office Supplies,Binders,Supply_Chain
472,2017-10-03,69,False,OFF-AR-10004817,Colorific Watercolor Pencils,Office Supplies,Art,Supply_Chain
473,2017-09-02,100,True,OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,Binders,Supply_Chain
474,2016-09-06,461,True,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,Storage,Supply_Chain
475,2017-07-03,161,True,FUR-FU-10002554,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Furniture,Furnishings,Supply_Chain
476,2017-08-11,122,True,TEC-PH-10001557,Pyle PMP37LED,Technology,Phones,Supply_Chain
477,2016-12-09,367,True,OFF-LA-10001404,Avery 517,Office Supplies,Labels,Supply_Chain
478,2016-12-09,367,True,OFF-LA-10001474,Avery 477,Office Supplies,Labels,Supply_Chain
479,2017-12-10,1,False,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,Technology,Accessories,Supply_Chain
480,2016-03-06,645,True,TEC-PH-10004586,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Technology,Phones,Supply_Chain
481,2017-12-05,6,False,OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,Office Supplies,Binders,Supply_Chain
482,2017-02-03,311,True,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",Office Supplies,Storage,Supply_Chain
483,2017-03-03,283,True,OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,Appliances,Supply_Chain
484,2017-10-09,63,False,OFF-PA-10002659,Avoid Verbal Orders Carbonless Minifold Book,Office Supplies,Paper,Supply_Chain
485,2017-11-12,29,False,TEC-PH-10000347,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Technology,Phones,Supply_Chain
486,2017-06-02,192,True,OFF-ST-10004507,Advantus Rolling Storage Box,Office Supplies,Storage,Supply_Chain
487,2017-05-03,222,True,OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,Office Supplies,Binders,Supply_Chain
488,2017-01-02,343,True,TEC-MA-10002178,Cisco CP-7937G Unified IP Conference Station Phone,Technology,Machines,Supply_Chain
489,2017-05-04,221,True,OFF-BI-10003694,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Office Supplies,Binders,Supply_Chain
490,2017-11-05,36,False,OFF-BI-10000474,Avery Recycled Flexi-View Covers for Binding Systems,Office Supplies,Binders,Supply_Chain
491,2017-10-05,67,False,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,Supply_Chain
492,2017-05-04,221,True,TEC-PH-10003092,Motorola L804,Technology,Phones,Supply_Chain
493,2017-05-04,221,True,OFF-PA-10002250,Things To Do Today Pad,Office Supplies,Paper,Supply_Chain
494,2017-05-12,213,True,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,Office Supplies,Storage,Supply_Chain
495,2016-05-05,585,True,OFF-PA-10003641,Xerox 1909,Office Supplies,Paper,Supply_Chain
496,2017-11-10,31,False,TEC-MA-10003183,DYMO CardScan Personal V9 Business Card Scanner,Technology,Machines,Supply_Chain
497,2017-11-10,31,False,TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard,Technology,Accessories,Supply_Chain
498,2017-11-10,31,False,TEC-PH-10002563,Adtran 1202752G1,Technology,Phones,Supply_Chain
499,2017-11-10,31,False,FUR-CH-10003312,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,Furniture,Chairs,Supply_Chain
500,2017-07-08,156,True,FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Furniture,Furnishings,Supply_Chain
501,2017-12-10,1,False,TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,Technology,Accessories,Supply_Chain
502,2016-11-05,401,True,OFF-LA-10002312,Avery 490,Office Supplies,Labels,Supply_Chain
503,2014-04-01,1350,True,OFF-BI-10000042,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Office Supplies,Binders,Supply_Chain
504,2017-12-08,3,False,OFF-AP-10003590,Hoover WindTunnel Plus Canister Vacuum,Office Supplies,Appliances,Supply_Chain
505,2017-03-04,282,True,OFF-PA-10000806,Xerox 1934,Office Supplies,Paper,Supply_Chain
506,2016-09-05,462,True,OFF-AR-10000896,Newell 329,Office Supplies,Art,Supply_Chain
507,2016-12-06,370,True,TEC-PH-10002310,Panasonic KX T7731-B Digital phone,Technology,Phones,Supply_Chain
508,2017-11-09,32,False,OFF-ST-10002289,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Office Supplies,Storage,Supply_Chain
509,2016-11-11,395,True,OFF-BI-10002852,Ibico Standard Transparent Covers,Office Supplies,Binders,Supply_Chain
510,2017-11-04,37,False,OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit",Office Supplies,Storage,Supply_Chain
511,2016-02-05,675,True,OFF-PA-10001289,White Computer Printout Paper by Universal,Office Supplies,Paper,Supply_Chain
512,2016-02-05,675,True,OFF-FA-10000053,Revere Boxed Rubber Bands by Revere,Office Supplies,Fasteners,Supply_Chain
513,2016-02-05,675,True,FUR-FU-10004091,"Eldon 200 Class Desk Accessories, Black",Furniture,Furnishings,Supply_Chain
514,2017-02-10,304,True,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Furniture,Bookcases,Supply_Chain
515,2016-02-05,675,True,OFF-EN-10003001,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Envelopes,Supply_Chain
516,2017-08-10,123,True,TEC-PH-10003645,Aastra 57i VoIP phone,Technology,Phones,Supply_Chain
517,2017-12-03,8,False,OFF-PA-10000357,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Office Supplies,Paper,Supply_Chain
518,2017-06-11,183,True,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",Office Supplies,Storage,Supply_Chain
519,2016-02-05,675,True,OFF-PA-10003892,Xerox 1943,Office Supplies,Paper,Supply_Chain
520,2017-12-03,8,False,FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",Furniture,Tables,Supply_Chain
521,2017-10-09,63,False,FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,Furniture,Tables,Supply_Chain
522,2016-12-09,367,True,TEC-PH-10003988,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Technology,Phones,Supply_Chain
523,2016-11-01,405,True,OFF-EN-10002230,Airmail Envelopes,Office Supplies,Envelopes,Supply_Chain
524,2017-10-07,65,False,FUR-TA-10001039,KI Adjustable-Height Table,Furniture,Tables,Supply_Chain
525,2016-09-02,465,True,OFF-AR-10002240,Panasonic KP-150 Electric Pencil Sharpener,Office Supplies,Art,Supply_Chain
526,2017-12-02,9,False,FUR-CH-10002335,Hon GuestStacker Chair,Furniture,Chairs,Supply_Chain
527,2017-12-04,7,False,OFF-BI-10004364,Storex Dura Pro Binders,Office Supplies,Binders,Supply_Chain
528,2017-04-12,243,True,OFF-PA-10001712,Xerox 1948,Office Supplies,Paper,Supply_Chain
529,2015-05-01,955,True,TEC-PH-10004348,OtterBox Defender Series Case - iPhone 5c,Technology,Phones,Supply_Chain
530,2017-11-11,30,False,OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,Office Supplies,Binders,Supply_Chain
531,2017-06-12,182,True,FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",Furniture,Tables,Supply_Chain
532,2017-08-12,121,True,FUR-FU-10001473,DAX Wood Document Frame,Furniture,Furnishings,Supply_Chain
533,2015-12-01,741,True,OFF-BI-10001765,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Office Supplies,Binders,Supply_Chain
534,2017-04-11,244,True,TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,Supply_Chain
535,2017-12-09,2,False,FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,Furniture,Chairs,Supply_Chain
536,2017-12-09,2,False,OFF-PA-10001293,Xerox 1946,Office Supplies,Paper,Supply_Chain
537,2017-12-03,8,False,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",Furniture,Furnishings,Supply_Chain
538,2017-09-11,91,True,OFF-PA-10002262,Xerox 192,Office Supplies,Paper,Supply_Chain
539,2017-02-10,304,True,OFF-PA-10002464,HP Office Recycled Paper (20Lb. and 87 Bright),Office Supplies,Paper,Supply_Chain
540,2017-10-03,69,False,OFF-ST-10002214,X-Rack File for Hanging Folders,Office Supplies,Storage,Supply_Chain
541,2017-09-10,92,True,TEC-PH-10003580,Cisco IP Phone 7961G-GE VoIP phone,Technology,Phones,Supply_Chain
542,2016-12-09,367,True,TEC-AC-10001109,Logitech Trackman Marble Mouse,Technology,Accessories,Supply_Chain
543,2017-09-04,98,True,OFF-AR-10003759,"Crayola Anti Dust Chalk, 12/Pack",Office Supplies,Art,Supply_Chain
544,2017-09-04,98,True,OFF-ST-10004950,Acco Perma 3000 Stacking Storage Drawers,Office Supplies,Storage,Supply_Chain
545,2017-09-04,98,True,OFF-AR-10001940,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Office Supplies,Art,Supply_Chain
546,2017-11-12,29,False,OFF-PA-10003823,Xerox 197,Office Supplies,Paper,Supply_Chain
547,2017-11-12,29,False,OFF-ST-10003716,Tennsco Double-Tier Lockers,Office Supplies,Storage,Supply_Chain
548,2017-12-02,9,False,OFF-AR-10001868,Prang Dustless Chalk Sticks,Office Supplies,Art,Supply_Chain
549,2015-08-01,863,True,FUR-TA-10003715,Hon 2111 Invitation Series Corner Table,Furniture,Tables,Supply_Chain
550,2017-12-10,1,False,OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,Binders,Supply_Chain
551,2017-12-11,0,False,FUR-CH-10002961,"Leather Task Chair, Black",Furniture,Chairs,Supply_Chain
552,2017-11-06,35,False,OFF-BI-10002827,Avery Durable Poly Binders,Office Supplies,Binders,Supply_Chain
553,2017-12-01,10,False,OFF-BI-10001759,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Office Supplies,Binders,Supply_Chain
554,2016-05-02,588,True,FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Furniture,Furnishings,Supply_Chain
555,2017-09-10,92,True,OFF-PA-10002586,Xerox 1970,Office Supplies,Paper,Supply_Chain
556,2017-12-05,6,False,OFF-PA-10003039,Xerox 1960,Office Supplies,Paper,Supply_Chain
557,2016-11-07,399,True,OFF-FA-10004968,Rubber Band Ball,Office Supplies,Fasteners,Supply_Chain
558,2015-11-07,765,True,OFF-PA-10001274,Loose Memo Sheets,Office Supplies,Paper,Supply_Chain
559,2017-11-11,30,False,OFF-ST-10003324,Belkin OmniView SE Rackmount Kit,Office Supplies,Storage,Supply_Chain
560,2014-03-11,1371,True,FUR-FU-10003981,Eldon Wave Desk Accessories,Furniture,Furnishings,Supply_Chain
561,2017-12-11,0,False,OFF-FA-10001561,Stockwell Push Pins,Office Supplies,Fasteners,Supply_Chain
562,2015-12-11,731,True,OFF-BI-10004230,GBC Recycled Grain Textured Covers,Office Supplies,Binders,Supply_Chain
563,2014-02-04,1406,True,OFF-PA-10000350,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Office Supplies,Paper,Supply_Chain
564,2017-12-09,2,False,TEC-CO-10001046,Canon Imageclass D680 Copier / Fax,Technology,Copiers,Supply_Chain
565,2017-11-04,37,False,OFF-LA-10002195,Avery 481,Office Supplies,Labels,Supply_Chain
566,2017-12-04,7,False,OFF-AR-10001315,Newell 310,Office Supplies,Art,Supply_Chain
567,2017-08-10,123,True,OFF-EN-10003134,Staple envelope,Office Supplies,Envelopes,Supply_Chain
568,2017-06-11,183,True,OFF-AR-10001955,Newell 319,Office Supplies,Art,Supply_Chain
569,2017-04-10,245,True,OFF-BI-10003712,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Office Supplies,Binders,Supply_Chain
570,2017-09-02,100,True,OFF-LA-10001641,Avery 518,Office Supplies,Labels,Supply_Chain
571,2017-09-05,97,True,OFF-AR-10003732,Newell 333,Office Supplies,Art,Supply_Chain
572,2016-06-07,552,True,OFF-PA-10004000,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Office Supplies,Paper,Supply_Chain
573,2017-02-09,305,True,OFF-ST-10001370,Sensible Storage WireTech Storage Systems,Office Supplies,Storage,Supply_Chain
574,2017-11-05,36,False,TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,Technology,Phones,Supply_Chain
575,2017-08-06,127,True,FUR-FU-10001706,Longer-Life Soft White Bulbs,Furniture,Furnishings,Supply_Chain
576,2015-08-09,855,True,TEC-PH-10000984,Panasonic KX-TG9471B,Technology,Phones,Supply_Chain
577,2017-10-06,66,False,OFF-PA-10001357,Xerox 1886,Office Supplies,Paper,Supply_Chain
578,2017-09-11,91,True,OFF-FA-10000992,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Office Supplies,Fasteners,Supply_Chain
579,2015-08-09,855,True,TEC-AC-10002600,Belkin QODE FastFit Bluetooth Keyboard,Technology,Accessories,Supply_Chain
580,2017-12-02,9,False,OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,Office Supplies,Art,Supply_Chain
581,2017-12-02,9,False,FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Furniture,Furnishings,Supply_Chain
582,2017-09-03,99,True,OFF-AR-10003251,Prang Drawing Pencil Set,Office Supplies,Art,Supply_Chain
583,2015-08-10,854,True,OFF-LA-10002787,Avery 480,Office Supplies,Labels,Supply_Chain
584,2015-09-12,821,True,OFF-LA-10002043,Avery 489,Office Supplies,Labels,Supply_Chain
585,2015-08-10,854,True,OFF-AR-10001915,Peel-Off China Markers,Office Supplies,Art,Supply_Chain
586,2016-11-10,396,True,OFF-ST-10000352,Acco Perma 2700 Stacking Storage Drawers,Office Supplies,Storage,Supply_Chain
587,2017-12-09,2,False,OFF-PA-10000575,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Office Supplies,Paper,Supply_Chain
588,2017-07-08,156,True,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,Furnishings,Supply_Chain
589,2017-07-08,156,True,TEC-AC-10003063,Micro Innovations USB RF Wireless Keyboard with Mouse,Technology,Accessories,Supply_Chain
590,2016-05-08,582,True,OFF-ST-10002011,Smead Adjustable Mobile File Trolley with Lockable Top,Office Supplies,Storage,Supply_Chain
591,2016-05-08,582,True,OFF-PA-10002986,Xerox 1898,Office Supplies,Paper,Supply_Chain
592,2017-09-07,95,True,OFF-ST-10000649,Hanging Personal Folder File,Office Supplies,Storage,Supply_Chain
593,2017-11-04,37,False,TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,Supply_Chain
594,2017-07-07,157,True,OFF-FA-10001135,"Brites Rubber Bands, 1 1/2 oz. Box",Office Supplies,Fasteners,Supply_Chain
595,2017-09-02,100,True,FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,Furniture,Tables,Supply_Chain
596,2017-09-04,98,True,TEC-PH-10003589,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Technology,Phones,Supply_Chain
597,2016-11-10,396,True,FUR-FU-10000758,DAX Natural Wood-Tone Poster Frame,Furniture,Furnishings,Supply_Chain
598,2014-09-07,1191,True,TEC-MA-10004679,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Technology,Machines,Supply_Chain
599,2017-09-07,95,True,FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Furniture,Furnishings,Supply_Chain
600,2017-12-10,1,False,OFF-PA-10000788,Xerox 210,Office Supplies,Paper,Supply_Chain
601,2017-12-11,0,False,FUR-FU-10004306,Electrix Halogen Magnifier Lamp,Furniture,Furnishings,Supply_Chain
602,2017-09-04,98,True,OFF-FA-10001843,Staples,Office Supplies,Fasteners,Supply_Chain
603,2017-10-02,70,False,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,Binders,Supply_Chain
604,2017-10-07,65,False,FUR-BO-10003965,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Furniture,Bookcases,Supply_Chain
605,2016-07-10,519,True,OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Office Supplies,Storage,Supply_Chain
606,2017-06-03,191,True,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,Technology,Accessories,Supply_Chain
607,2017-07-03,161,True,TEC-AC-10003590,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",Technology,Accessories,Supply_Chain
608,2017-04-01,254,True,OFF-LA-10000262,Avery 494,Office Supplies,Labels,Supply_Chain
609,2017-12-02,9,False,OFF-ST-10004340,"Fellowes Mobile File Cart, Black",Office Supplies,Storage,Supply_Chain
610,2017-12-02,9,False,OFF-PA-10004475,Xerox 1940,Office Supplies,Paper,Supply_Chain
611,2017-12-02,9,False,OFF-PA-10003893,Xerox 1962,Office Supplies,Paper,Supply_Chain
612,2017-11-02,39,False,TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,Technology,Phones,Supply_Chain
613,2017-12-09,2,False,TEC-AC-10001013,Logitech ClearChat Comfort/USB Headset H390,Technology,Accessories,Supply_Chain
614,2015-09-05,828,True,FUR-BO-10000330,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Furniture,Bookcases,Supply_Chain
615,2017-05-12,213,True,OFF-BI-10001900,"DXL Angle-View Binders with Locking Rings, Black",Office Supplies,Binders,Supply_Chain
616,2017-12-08,3,False,FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,Bookcases,Supply_Chain
617,2017-08-06,127,True,OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",Office Supplies,Supplies,Supply_Chain
618,2016-08-04,494,True,FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,Furniture,Furnishings,Supply_Chain
619,2016-08-04,494,True,OFF-LA-10002034,Avery 478,Office Supplies,Labels,Supply_Chain
620,2017-12-02,9,False,OFF-SU-10001935,Staple remover,Office Supplies,Supplies,Supply_Chain
621,2016-07-07,522,True,OFF-PA-10001609,Tops Wirebound Message Log Books,Office Supplies,Paper,Supply_Chain
622,2017-12-02,9,False,FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,Chairs,Supply_Chain
623,2016-12-09,367,True,OFF-AR-10000475,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Office Supplies,Art,Supply_Chain
624,2016-11-12,394,True,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,Office Supplies,Fasteners,Supply_Chain
