order_id,Delivery_Time,Delivery_Status
CA-2014-107181,4.0,Acceptable (4-5 days)
CA-2014-134278,2.0,On Time (<=3 days)
CA-2014-130274,2.0,On Time (<=3 days)
CA-2015-111507,0.0,Same/Next Day
CA-2017-120761,4.0,Acceptable (4-5 days)
CA-2016-109176,0.0,Same/Next Day
CA-2016-109176,0.0,Same/Next Day
CA-2016-126809,0.0,Same/Next Day
CA-2014-105172,5.0,Acceptable (4-5 days)
CA-2017-107293,1.0,Same/Next Day
CA-2015-158554,0.0,Same/Next Day
CA-2014-116239,0.0,Same/Next Day
US-2017-152002,0.0,Same/Next Day
CA-2015-131338,3.0,On Time (<=3 days)
CA-2015-131338,3.0,On Time (<=3 days)
CA-2015-131338,3.0,On Time (<=3 days)
CA-2015-131338,3.0,On Time (<=3 days)
CA-2015-131338,3.0,On Time (<=3 days)
CA-2015-131338,3.0,On Time (<=3 days)
CA-2015-131338,3.0,On Time (<=3 days)
CA-2015-131338,3.0,On Time (<=3 days)
CA-2015-131338,3.0,On Time (<=3 days)
CA-2015-131338,3.0,On Time (<=3 days)
CA-2016-109911,0.0,Same/Next Day
CA-2017-149181,4.0,Acceptable (4-5 days)
CA-2016-164672,0.0,Same/Next Day
CA-2015-130022,0.0,Same/Next Day
CA-2015-130022,0.0,Same/Next Day
CA-2015-130022,0.0,Same/Next Day
US-2016-118780,0.0,Same/Next Day
US-2016-118780,0.0,Same/Next Day
CA-2017-108560,0.0,Same/Next Day
CA-2017-108560,0.0,Same/Next Day
CA-2017-108560,0.0,Same/Next Day
CA-2017-108560,0.0,Same/Next Day
CA-2016-106530,0.0,Same/Next Day
CA-2016-106530,0.0,Same/Next Day
CA-2016-106530,0.0,Same/Next Day
CA-2016-106530,0.0,Same/Next Day
CA-2016-106530,0.0,Same/Next Day
CA-2015-105221,2.0,On Time (<=3 days)
CA-2015-105221,2.0,On Time (<=3 days)
CA-2014-127159,0.0,Same/Next Day
US-2015-157154,0.0,Same/Next Day
CA-2017-111647,4.0,Acceptable (4-5 days)
CA-2015-150560,1.0,Same/Next Day
CA-2016-147585,5.0,Acceptable (4-5 days)
CA-2017-143798,2.0,On Time (<=3 days)
CA-2017-143798,2.0,On Time (<=3 days)
CA-2014-135657,4.0,Acceptable (4-5 days)
CA-2014-139857,4.0,Acceptable (4-5 days)
CA-2016-106306,0.0,Same/Next Day
CA-2016-106894,0.0,Same/Next Day
CA-2016-106894,0.0,Same/Next Day
US-2016-131149,0.0,Same/Next Day
US-2016-131149,0.0,Same/Next Day
CA-2015-130204,6.0,Delayed (6-7 days)
CA-2015-130204,6.0,Delayed (6-7 days)
CA-2015-130204,6.0,Delayed (6-7 days)
CA-2014-110527,0.0,Same/Next Day
CA-2014-133270,3.0,On Time (<=3 days)
CA-2017-116715,3.0,On Time (<=3 days)
CA-2017-116715,3.0,On Time (<=3 days)
CA-2017-116715,3.0,On Time (<=3 days)
CA-2015-135622,3.0,On Time (<=3 days)
CA-2015-135622,3.0,On Time (<=3 days)
CA-2014-139017,0.0,Same/Next Day
CA-2014-141817,7.0,Delayed (6-7 days)
CA-2015-130785,4.0,Acceptable (4-5 days)
CA-2015-130785,4.0,Acceptable (4-5 days)
CA-2015-130785,4.0,Acceptable (4-5 days)
CA-2016-110254,4.0,Acceptable (4-5 days)
CA-2016-110254,4.0,Acceptable (4-5 days)
CA-2016-110254,4.0,Acceptable (4-5 days)
CA-2016-110254,4.0,Acceptable (4-5 days)
CA-2017-146024,6.0,Delayed (6-7 days)
CA-2017-146024,6.0,Delayed (6-7 days)
CA-2015-111094,0.0,Same/Next Day
CA-2015-111094,0.0,Same/Next Day
CA-2014-120474,2.0,On Time (<=3 days)
CA-2014-120474,2.0,On Time (<=3 days)
CA-2016-140774,5.0,Acceptable (4-5 days)
CA-2016-100965,4.0,Acceptable (4-5 days)
CA-2016-121034,2.0,On Time (<=3 days)
CA-2016-121034,2.0,On Time (<=3 days)
CA-2016-164938,0.0,Same/Next Day
CA-2014-132612,2.0,On Time (<=3 days)
CA-2015-164833,0.0,Same/Next Day
CA-2015-164833,0.0,Same/Next Day
CA-2016-109344,3.0,On Time (<=3 days)
CA-2015-131422,4.0,Acceptable (4-5 days)
CA-2017-162691,6.0,Delayed (6-7 days)
CA-2017-162691,6.0,Delayed (6-7 days)
CA-2014-117345,4.0,Acceptable (4-5 days)
CA-2014-117345,4.0,Acceptable (4-5 days)
CA-2014-117345,4.0,Acceptable (4-5 days)
CA-2014-117345,4.0,Acceptable (4-5 days)
CA-2015-135391,2.0,On Time (<=3 days)
CA-2015-135391,2.0,On Time (<=3 days)
US-2017-158512,0.0,Same/Next Day
US-2017-158512,0.0,Same/Next Day
CA-2017-128370,0.0,Same/Next Day
CA-2017-128370,0.0,Same/Next Day
US-2017-158218,0.0,Same/Next Day
US-2017-158218,0.0,Same/Next Day
CA-2015-121608,2.0,On Time (<=3 days)
CA-2015-121608,2.0,On Time (<=3 days)
CA-2014-151078,0.0,Same/Next Day
US-2017-116659,0.0,Same/Next Day
CA-2014-147914,5.0,Acceptable (4-5 days)
US-2016-112977,0.0,Same/Next Day
CA-2015-109512,0.0,Same/Next Day
CA-2015-109512,0.0,Same/Next Day
CA-2015-109512,0.0,Same/Next Day
US-2017-108063,3.0,On Time (<=3 days)
CA-2017-141789,3.0,On Time (<=3 days)
CA-2015-157959,1.0,Same/Next Day
CA-2017-121503,3.0,On Time (<=3 days)
CA-2017-121503,3.0,On Time (<=3 days)
CA-2015-125178,6.0,Delayed (6-7 days)
CA-2016-156685,2.0,On Time (<=3 days)
CA-2016-156685,2.0,On Time (<=3 days)
CA-2017-126865,2.0,On Time (<=3 days)
CA-2017-102834,0.0,Same/Next Day
US-2016-139710,0.0,Same/Next Day
CA-2017-161200,4.0,Acceptable (4-5 days)
CA-2017-161200,4.0,Acceptable (4-5 days)
CA-2016-112109,4.0,Acceptable (4-5 days)
CA-2016-112109,4.0,Acceptable (4-5 days)
CA-2016-112109,4.0,Acceptable (4-5 days)
CA-2016-112109,4.0,Acceptable (4-5 days)
CA-2017-157987,4.0,Acceptable (4-5 days)
CA-2017-157987,4.0,Acceptable (4-5 days)
CA-2017-157987,4.0,Acceptable (4-5 days)
CA-2017-157987,4.0,Acceptable (4-5 days)
CA-2017-157987,4.0,Acceptable (4-5 days)
CA-2017-157987,4.0,Acceptable (4-5 days)
CA-2017-157987,4.0,Acceptable (4-5 days)
CA-2017-157987,4.0,Acceptable (4-5 days)
CA-2017-157987,4.0,Acceptable (4-5 days)
CA-2017-157987,4.0,Acceptable (4-5 days)
CA-2017-157987,4.0,Acceptable (4-5 days)
CA-2017-157987,4.0,Acceptable (4-5 days)
CA-2017-110905,0.0,Same/Next Day
CA-2017-110905,0.0,Same/Next Day
CA-2017-110905,0.0,Same/Next Day
CA-2017-110905,0.0,Same/Next Day
CA-2017-110905,0.0,Same/Next Day
CA-2017-110905,0.0,Same/Next Day
CA-2017-110905,0.0,Same/Next Day
CA-2017-110905,0.0,Same/Next Day
CA-2017-140242,5.0,Acceptable (4-5 days)
CA-2017-140242,5.0,Acceptable (4-5 days)
CA-2015-109939,4.0,Acceptable (4-5 days)
CA-2014-122749,6.0,Delayed (6-7 days)
US-2017-147221,2.0,On Time (<=3 days)
US-2017-147221,2.0,On Time (<=3 days)
CA-2014-131905,3.0,On Time (<=3 days)
CA-2014-131905,3.0,On Time (<=3 days)
CA-2014-131905,3.0,On Time (<=3 days)
CA-2017-166128,0.0,Same/Next Day
CA-2017-166128,0.0,Same/Next Day
US-2017-143028,0.0,Same/Next Day
CA-2017-165386,1.0,Same/Next Day
CA-2015-155761,0.0,Same/Next Day
CA-2015-155761,0.0,Same/Next Day
CA-2016-113516,2.0,On Time (<=3 days)
CA-2016-113516,2.0,On Time (<=3 days)
CA-2015-104493,6.0,Delayed (6-7 days)
CA-2015-142237,0.0,Same/Next Day
CA-2015-142237,0.0,Same/Next Day
CA-2015-142237,0.0,Same/Next Day
CA-2015-142237,0.0,Same/Next Day
CA-2015-142237,0.0,Same/Next Day
CA-2015-142237,0.0,Same/Next Day
CA-2016-136434,6.0,Delayed (6-7 days)
CA-2017-122504,5.0,Acceptable (4-5 days)
CA-2017-122504,5.0,Acceptable (4-5 days)
CA-2014-131051,4.0,Acceptable (4-5 days)
CA-2017-140676,0.0,Same/Next Day
CA-2017-140676,0.0,Same/Next Day
CA-2017-140676,0.0,Same/Next Day
CA-2017-124401,5.0,Acceptable (4-5 days)
CA-2017-124401,5.0,Acceptable (4-5 days)
US-2014-140116,0.0,Same/Next Day
US-2014-140116,0.0,Same/Next Day
CA-2015-159786,0.0,Same/Next Day
US-2017-168690,0.0,Same/Next Day
CA-2017-158246,2.0,On Time (<=3 days)
CA-2017-144862,4.0,Acceptable (4-5 days)
CA-2017-144862,4.0,Acceptable (4-5 days)
CA-2015-134859,5.0,Acceptable (4-5 days)
CA-2015-134859,5.0,Acceptable (4-5 days)
CA-2014-159520,5.0,Acceptable (4-5 days)
CA-2014-159520,5.0,Acceptable (4-5 days)
CA-2014-159520,5.0,Acceptable (4-5 days)
CA-2016-155481,4.0,Acceptable (4-5 days)
CA-2016-155481,4.0,Acceptable (4-5 days)
CA-2016-155481,4.0,Acceptable (4-5 days)
CA-2016-159737,6.0,Delayed (6-7 days)
CA-2016-101938,5.0,Acceptable (4-5 days)
CA-2014-152296,2.0,On Time (<=3 days)
CA-2016-128818,4.0,Acceptable (4-5 days)
CA-2016-128818,4.0,Acceptable (4-5 days)
CA-2016-128818,4.0,Acceptable (4-5 days)
CA-2016-128818,4.0,Acceptable (4-5 days)
CA-2016-128818,4.0,Acceptable (4-5 days)
CA-2016-128818,4.0,Acceptable (4-5 days)
CA-2017-124576,3.0,On Time (<=3 days)
CA-2017-143063,0.0,Same/Next Day
CA-2017-143063,0.0,Same/Next Day
CA-2017-143063,0.0,Same/Next Day
CA-2016-136483,5.0,Acceptable (4-5 days)
US-2014-165659,5.0,Acceptable (4-5 days)
US-2014-165659,5.0,Acceptable (4-5 days)
CA-2015-138002,6.0,Delayed (6-7 days)
CA-2015-138002,6.0,Delayed (6-7 days)
CA-2016-164350,2.0,On Time (<=3 days)
CA-2017-129378,1.0,Same/Next Day
CA-2017-129378,1.0,Same/Next Day
CA-2017-129378,1.0,Same/Next Day
CA-2017-129378,1.0,Same/Next Day
CA-2015-131884,0.0,Same/Next Day
CA-2015-131884,0.0,Same/Next Day
CA-2015-131884,0.0,Same/Next Day
CA-2016-139157,4.0,Acceptable (4-5 days)
CA-2017-132122,0.0,Same/Next Day
CA-2017-104066,5.0,Acceptable (4-5 days)
CA-2015-117611,2.0,On Time (<=3 days)
CA-2015-117611,2.0,On Time (<=3 days)
CA-2017-122994,3.0,On Time (<=3 days)
CA-2017-149146,0.0,Same/Next Day
CA-2017-164917,5.0,Acceptable (4-5 days)
CA-2015-142944,5.0,Acceptable (4-5 days)
CA-2015-142944,5.0,Acceptable (4-5 days)
CA-2014-157882,5.0,Acceptable (4-5 days)
CA-2014-157882,5.0,Acceptable (4-5 days)
CA-2016-132143,2.0,On Time (<=3 days)
CA-2015-153108,4.0,Acceptable (4-5 days)
CA-2015-153108,4.0,Acceptable (4-5 days)
CA-2016-112676,3.0,On Time (<=3 days)
US-2017-112928,4.0,Acceptable (4-5 days)
CA-2017-143343,0.0,Same/Next Day
CA-2017-115154,3.0,On Time (<=3 days)
CA-2015-130995,5.0,Acceptable (4-5 days)
CA-2015-113145,4.0,Acceptable (4-5 days)
CA-2015-113145,4.0,Acceptable (4-5 days)
CA-2015-113145,4.0,Acceptable (4-5 days)
CA-2015-113145,4.0,Acceptable (4-5 days)
CA-2015-113145,4.0,Acceptable (4-5 days)
CA-2015-160794,2.0,On Time (<=3 days)
CA-2017-116225,4.0,Acceptable (4-5 days)
US-2017-120418,1.0,Same/Next Day
US-2017-120418,1.0,Same/Next Day
US-2017-120418,1.0,Same/Next Day
US-2017-120418,1.0,Same/Next Day
US-2017-120418,1.0,Same/Next Day
CA-2017-152695,0.0,Same/Next Day
CA-2017-152695,0.0,Same/Next Day
CA-2017-109701,1.0,Same/Next Day
CA-2017-109701,1.0,Same/Next Day
CA-2017-109701,1.0,Same/Next Day
CA-2017-109701,1.0,Same/Next Day
CA-2017-109701,1.0,Same/Next Day
CA-2017-123659,0.0,Same/Next Day
CA-2017-155152,2.0,On Time (<=3 days)
CA-2016-159940,4.0,Acceptable (4-5 days)
CA-2016-159940,4.0,Acceptable (4-5 days)
CA-2016-159940,4.0,Acceptable (4-5 days)
CA-2016-159940,4.0,Acceptable (4-5 days)
CA-2015-148628,5.0,Acceptable (4-5 days)
CA-2016-118052,4.0,Acceptable (4-5 days)
CA-2016-118052,4.0,Acceptable (4-5 days)
CA-2016-118052,4.0,Acceptable (4-5 days)
US-2015-127040,4.0,Acceptable (4-5 days)
US-2015-127040,4.0,Acceptable (4-5 days)
US-2015-127040,4.0,Acceptable (4-5 days)
US-2015-127040,4.0,Acceptable (4-5 days)
CA-2017-145877,3.0,On Time (<=3 days)
CA-2017-145877,3.0,On Time (<=3 days)
CA-2017-108574,4.0,Acceptable (4-5 days)
CA-2017-108574,4.0,Acceptable (4-5 days)
CA-2017-108574,4.0,Acceptable (4-5 days)
CA-2014-162684,5.0,Acceptable (4-5 days)
CA-2015-142041,2.0,On Time (<=3 days)
CA-2014-151295,0.0,Same/Next Day
CA-2014-151295,0.0,Same/Next Day
CA-2015-146087,5.0,Acceptable (4-5 days)
CA-2017-168655,0.0,Same/Next Day
CA-2017-168655,0.0,Same/Next Day
CA-2016-169922,0.0,Same/Next Day
CA-2016-169922,0.0,Same/Next Day
CA-2016-169922,0.0,Same/Next Day
CA-2017-140053,7.0,Delayed (6-7 days)
CA-2016-140207,5.0,Acceptable (4-5 days)
CA-2015-142419,0.0,Same/Next Day
CA-2015-142419,0.0,Same/Next Day
CA-2017-148691,6.0,Delayed (6-7 days)
CA-2017-148691,6.0,Delayed (6-7 days)
CA-2017-148691,6.0,Delayed (6-7 days)
CA-2017-148691,6.0,Delayed (6-7 days)
CA-2017-128755,4.0,Acceptable (4-5 days)
CA-2017-128755,4.0,Acceptable (4-5 days)
CA-2017-128755,4.0,Acceptable (4-5 days)
CA-2017-128755,4.0,Acceptable (4-5 days)
CA-2016-114972,3.0,On Time (<=3 days)
CA-2016-114972,3.0,On Time (<=3 days)
CA-2016-114972,3.0,On Time (<=3 days)
CA-2016-114972,3.0,On Time (<=3 days)
CA-2017-102750,4.0,Acceptable (4-5 days)
CA-2015-104514,2.0,On Time (<=3 days)
CA-2015-104514,2.0,On Time (<=3 days)
CA-2015-104514,2.0,On Time (<=3 days)
CA-2016-146206,0.0,Same/Next Day
CA-2016-146206,0.0,Same/Next Day
CA-2015-120397,0.0,Same/Next Day
CA-2017-163902,6.0,Delayed (6-7 days)
CA-2017-163902,6.0,Delayed (6-7 days)
CA-2017-155089,4.0,Acceptable (4-5 days)
CA-2014-106572,5.0,Acceptable (4-5 days)
CA-2017-123134,5.0,Acceptable (4-5 days)
CA-2015-124541,4.0,Acceptable (4-5 days)
CA-2015-124541,4.0,Acceptable (4-5 days)
CA-2015-124541,4.0,Acceptable (4-5 days)
CA-2015-124541,4.0,Acceptable (4-5 days)
CA-2015-124541,4.0,Acceptable (4-5 days)
CA-2015-143238,2.0,On Time (<=3 days)
CA-2017-123967,2.0,On Time (<=3 days)
CA-2017-123967,2.0,On Time (<=3 days)
CA-2017-148929,4.0,Acceptable (4-5 days)
CA-2016-155845,0.0,Same/Next Day
CA-2017-145128,0.0,Same/Next Day
CA-2015-121041,7.0,Delayed (6-7 days)
CA-2016-137729,4.0,Acceptable (4-5 days)
CA-2016-137729,4.0,Acceptable (4-5 days)
CA-2016-165848,0.0,Same/Next Day
CA-2016-165848,0.0,Same/Next Day
CA-2016-165848,0.0,Same/Next Day
CA-2016-165848,0.0,Same/Next Day
CA-2016-154053,6.0,Delayed (6-7 days)
CA-2017-147942,4.0,Acceptable (4-5 days)
CA-2017-147942,4.0,Acceptable (4-5 days)
CA-2014-164861,3.0,On Time (<=3 days)
CA-2015-168186,0.0,Same/Next Day
CA-2015-116750,5.0,Acceptable (4-5 days)
CA-2015-116750,5.0,Acceptable (4-5 days)
CA-2017-108441,0.0,Same/Next Day
CA-2017-108441,0.0,Same/Next Day
CA-2017-108441,0.0,Same/Next Day
CA-2017-108441,0.0,Same/Next Day
CA-2014-131002,5.0,Acceptable (4-5 days)
CA-2014-131002,5.0,Acceptable (4-5 days)
CA-2014-131002,5.0,Acceptable (4-5 days)
CA-2014-131002,5.0,Acceptable (4-5 days)
CA-2014-131002,5.0,Acceptable (4-5 days)
CA-2016-164784,3.0,On Time (<=3 days)
CA-2016-164784,3.0,On Time (<=3 days)
CA-2016-164784,3.0,On Time (<=3 days)
CA-2016-111794,0.0,Same/Next Day
CA-2016-111794,0.0,Same/Next Day
CA-2014-126403,3.0,On Time (<=3 days)
CA-2014-126403,3.0,On Time (<=3 days)
CA-2014-126403,3.0,On Time (<=3 days)
CA-2014-126403,3.0,On Time (<=3 days)
CA-2017-136875,0.0,Same/Next Day
CA-2016-133123,5.0,Acceptable (4-5 days)
CA-2016-133123,5.0,Acceptable (4-5 days)
US-2016-128195,1.0,Same/Next Day
CA-2015-153220,0.0,Same/Next Day
CA-2017-156412,4.0,Acceptable (4-5 days)
CA-2016-161662,2.0,On Time (<=3 days)
CA-2017-156818,0.0,Same/Next Day
CA-2017-132430,2.0,On Time (<=3 days)
CA-2015-103723,5.0,Acceptable (4-5 days)
CA-2014-127187,4.0,Acceptable (4-5 days)
CA-2014-110030,2.0,On Time (<=3 days)
CA-2014-121286,4.0,Acceptable (4-5 days)
CA-2014-121286,4.0,Acceptable (4-5 days)
CA-2014-153479,4.0,Acceptable (4-5 days)
CA-2014-153479,4.0,Acceptable (4-5 days)
CA-2014-107594,4.0,Acceptable (4-5 days)
CA-2014-107594,4.0,Acceptable (4-5 days)
CA-2014-149244,4.0,Acceptable (4-5 days)
CA-2017-163321,4.0,Acceptable (4-5 days)
CA-2014-155887,0.0,Same/Next Day
CA-2015-110247,4.0,Acceptable (4-5 days)
US-2014-141257,0.0,Same/Next Day
CA-2014-154669,3.0,On Time (<=3 days)
CA-2016-127775,0.0,Same/Next Day
CA-2016-146171,0.0,Same/Next Day
CA-2016-146171,0.0,Same/Next Day
CA-2017-126536,0.0,Same/Next Day
CA-2017-126536,0.0,Same/Next Day
US-2015-122140,5.0,Acceptable (4-5 days)
US-2015-122140,5.0,Acceptable (4-5 days)
US-2015-122140,5.0,Acceptable (4-5 days)
CA-2016-163986,7.0,Delayed (6-7 days)
CA-2017-158967,2.0,On Time (<=3 days)
CA-2017-167668,2.0,On Time (<=3 days)
US-2016-106677,5.0,Acceptable (4-5 days)
US-2014-117744,4.0,Acceptable (4-5 days)
US-2014-117744,4.0,Acceptable (4-5 days)
US-2014-117744,4.0,Acceptable (4-5 days)
CA-2014-154599,0.0,Same/Next Day
CA-2014-154599,0.0,Same/Next Day
CA-2014-154599,0.0,Same/Next Day
CA-2014-154599,0.0,Same/Next Day
US-2015-110163,3.0,On Time (<=3 days)
CA-2017-143329,5.0,Acceptable (4-5 days)
CA-2015-159380,0.0,Same/Next Day
CA-2015-159380,0.0,Same/Next Day
CA-2015-122623,4.0,Acceptable (4-5 days)
CA-2015-104626,7.0,Delayed (6-7 days)
CA-2015-104626,7.0,Delayed (6-7 days)
CA-2015-104626,7.0,Delayed (6-7 days)
CA-2015-104626,7.0,Delayed (6-7 days)
CA-2016-160500,3.0,On Time (<=3 days)
CA-2016-160500,3.0,On Time (<=3 days)
CA-2014-148915,4.0,Acceptable (4-5 days)
CA-2014-148915,4.0,Acceptable (4-5 days)
CA-2016-147368,3.0,On Time (<=3 days)
US-2015-104185,5.0,Acceptable (4-5 days)
CA-2017-152093,0.0,Same/Next Day
CA-2017-157854,0.0,Same/Next Day
CA-2017-157854,0.0,Same/Next Day
US-2016-128293,3.0,On Time (<=3 days)
CA-2017-106537,0.0,Same/Next Day
CA-2016-115588,2.0,On Time (<=3 days)
CA-2016-115588,2.0,On Time (<=3 days)
CA-2017-143861,0.0,Same/Next Day
CA-2017-164049,4.0,Acceptable (4-5 days)
US-2016-164630,5.0,Acceptable (4-5 days)
CA-2015-166464,0.0,Same/Next Day
CA-2015-166464,0.0,Same/Next Day
CA-2017-124898,0.0,Same/Next Day
CA-2016-164035,0.0,Same/Next Day
CA-2017-121615,6.0,Delayed (6-7 days)
CA-2017-121615,6.0,Delayed (6-7 days)
CA-2017-121615,6.0,Delayed (6-7 days)
CA-2015-118444,4.0,Acceptable (4-5 days)
CA-2015-134747,0.0,Same/Next Day
CA-2015-134747,0.0,Same/Next Day
CA-2015-134747,0.0,Same/Next Day
CA-2014-157721,3.0,On Time (<=3 days)
CA-2014-157721,3.0,On Time (<=3 days)
CA-2017-128629,0.0,Same/Next Day
CA-2017-158106,6.0,Delayed (6-7 days)
CA-2015-168564,0.0,Same/Next Day
CA-2015-168564,0.0,Same/Next Day
CA-2015-168564,0.0,Same/Next Day
US-2016-169040,6.0,Delayed (6-7 days)
US-2016-169040,6.0,Delayed (6-7 days)
US-2016-169040,6.0,Delayed (6-7 days)
US-2016-169040,6.0,Delayed (6-7 days)
US-2016-169040,6.0,Delayed (6-7 days)
US-2016-169040,6.0,Delayed (6-7 days)
US-2016-169040,6.0,Delayed (6-7 days)
CA-2016-166443,1.0,Same/Next Day
CA-2017-134915,0.0,Same/Next Day
CA-2017-134915,0.0,Same/Next Day
CA-2017-134915,0.0,Same/Next Day
CA-2017-134915,0.0,Same/Next Day
CA-2017-134915,0.0,Same/Next Day
CA-2017-134915,0.0,Same/Next Day
CA-2017-168900,5.0,Acceptable (4-5 days)
CA-2017-167941,3.0,On Time (<=3 days)
CA-2017-167941,3.0,On Time (<=3 days)
CA-2017-167941,3.0,On Time (<=3 days)
CA-2017-167941,3.0,On Time (<=3 days)
CA-2017-167941,3.0,On Time (<=3 days)
CA-2015-137512,5.0,Acceptable (4-5 days)
CA-2015-137512,5.0,Acceptable (4-5 days)
CA-2017-139773,0.0,Same/Next Day
CA-2017-134607,5.0,Acceptable (4-5 days)
CA-2015-139850,0.0,Same/Next Day
CA-2015-139850,0.0,Same/Next Day
CA-2014-131310,0.0,Same/Next Day
CA-2014-131310,0.0,Same/Next Day
US-2014-112872,5.0,Acceptable (4-5 days)
US-2014-112872,5.0,Acceptable (4-5 days)
CA-2016-134376,4.0,Acceptable (4-5 days)
CA-2017-147291,0.0,Same/Next Day
CA-2015-130610,5.0,Acceptable (4-5 days)
CA-2016-131499,2.0,On Time (<=3 days)
CA-2016-124772,1.0,Same/Next Day
US-2015-123960,0.0,Same/Next Day
US-2015-123960,0.0,Same/Next Day
US-2015-123960,0.0,Same/Next Day
US-2015-123960,0.0,Same/Next Day
US-2015-123960,0.0,Same/Next Day
CA-2017-101749,5.0,Acceptable (4-5 days)
US-2016-147991,4.0,Acceptable (4-5 days)
CA-2017-149559,1.0,Same/Next Day
CA-2017-149559,1.0,Same/Next Day
CA-2017-149559,1.0,Same/Next Day
CA-2017-125290,4.0,Acceptable (4-5 days)
CA-2017-125290,4.0,Acceptable (4-5 days)
CA-2017-121419,2.0,On Time (<=3 days)
CA-2017-121419,2.0,On Time (<=3 days)
US-2017-148054,5.0,Acceptable (4-5 days)
US-2017-148054,5.0,Acceptable (4-5 days)
US-2017-148054,5.0,Acceptable (4-5 days)
CA-2016-128517,0.0,Same/Next Day
CA-2016-128517,0.0,Same/Next Day
CA-2016-144554,5.0,Acceptable (4-5 days)
CA-2017-127621,4.0,Acceptable (4-5 days)
CA-2016-125206,2.0,On Time (<=3 days)
CA-2015-126137,5.0,Acceptable (4-5 days)
CA-2017-101182,1.0,Same/Next Day
CA-2017-101182,1.0,Same/Next Day
CA-2017-118773,0.0,Same/Next Day
CA-2017-118773,0.0,Same/Next Day
CA-2017-118773,0.0,Same/Next Day
CA-2017-118773,0.0,Same/Next Day
CA-2016-112123,5.0,Acceptable (4-5 days)
CA-2016-112123,5.0,Acceptable (4-5 days)
CA-2016-112123,5.0,Acceptable (4-5 days)
CA-2016-124562,4.0,Acceptable (4-5 days)
CA-2017-127460,0.0,Same/Next Day
CA-2015-121720,1.0,Same/Next Day
CA-2015-121720,1.0,Same/Next Day
CA-2015-121720,1.0,Same/Next Day
CA-2015-121720,1.0,Same/Next Day
CA-2015-121720,1.0,Same/Next Day
CA-2015-121720,1.0,Same/Next Day
CA-2015-121720,1.0,Same/Next Day
CA-2015-121720,1.0,Same/Next Day
CA-2017-149895,4.0,Acceptable (4-5 days)
CA-2017-147564,4.0,Acceptable (4-5 days)
CA-2017-164168,0.0,Same/Next Day
CA-2017-164168,0.0,Same/Next Day
CA-2017-164168,0.0,Same/Next Day
CA-2017-164168,0.0,Same/Next Day
CA-2017-164168,0.0,Same/Next Day
CA-2017-164168,0.0,Same/Next Day
US-2014-122959,0.0,Same/Next Day
US-2016-148110,6.0,Delayed (6-7 days)
CA-2017-131828,0.0,Same/Next Day
CA-2017-131828,0.0,Same/Next Day
CA-2016-120558,3.0,On Time (<=3 days)
CA-2014-128986,2.0,On Time (<=3 days)
US-2014-150924,0.0,Same/Next Day
CA-2017-122280,0.0,Same/Next Day
CA-2017-105235,6.0,Delayed (6-7 days)
CA-2017-105235,6.0,Delayed (6-7 days)
CA-2017-105235,6.0,Delayed (6-7 days)
CA-2017-152912,3.0,On Time (<=3 days)
CA-2017-152912,3.0,On Time (<=3 days)
CA-2017-152912,3.0,On Time (<=3 days)
CA-2017-152912,3.0,On Time (<=3 days)
CA-2014-123498,2.0,On Time (<=3 days)
CA-2014-123498,2.0,On Time (<=3 days)
CA-2017-159352,0.0,Same/Next Day
CA-2017-123981,6.0,Delayed (6-7 days)
CA-2017-158953,4.0,Acceptable (4-5 days)
CA-2014-165428,3.0,On Time (<=3 days)
CA-2014-165428,3.0,On Time (<=3 days)
CA-2015-149384,0.0,Same/Next Day
CA-2014-131527,6.0,Delayed (6-7 days)
CA-2016-108882,0.0,Same/Next Day
CA-2016-108882,0.0,Same/Next Day
CA-2017-150189,2.0,On Time (<=3 days)
US-2015-137008,6.0,Delayed (6-7 days)
US-2015-137008,6.0,Delayed (6-7 days)
US-2015-137008,6.0,Delayed (6-7 days)
CA-2014-108189,3.0,On Time (<=3 days)
CA-2014-108189,3.0,On Time (<=3 days)
CA-2014-108189,3.0,On Time (<=3 days)
CA-2014-108189,3.0,On Time (<=3 days)
CA-2014-108189,3.0,On Time (<=3 days)
CA-2014-108189,3.0,On Time (<=3 days)
CA-2014-108189,3.0,On Time (<=3 days)
CA-2014-154641,0.0,Same/Next Day
CA-2017-131625,4.0,Acceptable (4-5 days)
CA-2016-146836,0.0,Same/Next Day
CA-2016-146836,0.0,Same/Next Day
US-2016-140809,2.0,On Time (<=3 days)
CA-2017-113355,4.0,Acceptable (4-5 days)
CA-2017-113355,4.0,Acceptable (4-5 days)
US-2017-140907,2.0,On Time (<=3 days)
US-2017-140907,2.0,On Time (<=3 days)
US-2017-140907,2.0,On Time (<=3 days)
CA-2016-155474,0.0,Same/Next Day
CA-2016-155474,0.0,Same/Next Day
CA-2015-155453,0.0,Same/Next Day
CA-2016-122518,4.0,Acceptable (4-5 days)
US-2014-126571,0.0,Same/Next Day
US-2014-126571,0.0,Same/Next Day
CA-2015-146038,0.0,Same/Next Day
CA-2017-133865,4.0,Acceptable (4-5 days)
CA-2017-116358,4.0,Acceptable (4-5 days)
CA-2017-116358,4.0,Acceptable (4-5 days)
CA-2014-102988,4.0,Acceptable (4-5 days)
CA-2014-102988,4.0,Acceptable (4-5 days)
CA-2014-102988,4.0,Acceptable (4-5 days)
