product_sk,Product_Name,Category,Sub_Category,risk_level,days_until_stockout,current_stock,daily_sales_rate,total_quantity,days_on_market,first_sale,last_sale
1205,Newell 338,Office Supplies,Art,High,0.2,1.0,5.0,5,1,2016-11-10,2016-11-10
1206,Enermax Acrylux Wireless Keyboard,Technology,Accessories,High,0.2,1.0,5.0,5,1,2015-01-03,2015-01-03
1232,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Office Supplies,Paper,High,0.2,1.0,5.0,5,1,2017-10-09,2017-10-09
1237,Lock-Up Easel 'Spel-Binder',Office Supplies,Binders,High,0.2,1.0,4.0,4,1,2017-10-02,2017-10-02
1238,Avery Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Art,High,0.2,1.0,5.0,5,1,2015-12-04,2015-12-04
1265,Ampad #10 Peel & Seel Holiday Envelopes,Office Supplies,Envelopes,High,0.2,1.0,4.0,4,1,2016-04-08,2016-04-08
1266,Xerox 1956,Office Supplies,Paper,High,0.2,1.0,5.0,5,1,2017-12-04,2017-12-04
1271,Motorla HX550 Universal Bluetooth Headset,Technology,Phones,High,0.2,1.0,4.0,4,1,2017-09-07,2017-09-07
1283,Regeneration Desk Collection,Furniture,Furnishings,High,0.2,1.0,4.0,4,1,2016-04-01,2016-04-01
1318,Easy-staple paper,Office Supplies,Paper,High,0.2,1.0,5.0,5,1,2014-11-01,2014-11-01
1331,Xerox 1979,Office Supplies,Paper,High,0.2,1.0,4.0,4,1,2014-11-11,2014-11-11
1334,Rediform Voice Mail Log Books,Office Supplies,Paper,High,0.2,1.0,5.0,5,1,2016-03-10,2016-03-10
1343,"Hon Metal Bookcases, Black",Furniture,Bookcases,High,0.2,1.0,5.0,5,1,2016-04-08,2016-04-08
1345,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Office Supplies,Binders,High,0.2,1.0,5.0,5,1,2014-08-02,2014-08-02
1360,"3D Systems Cube Printer, 2nd Generation, Magenta",Technology,Machines,High,0.2,1.0,4.0,4,1,2017-10-05,2017-10-05
1367,Deluxe Rollaway Locking File with Drawer,Office Supplies,Storage,High,0.2,1.0,5.0,5,1,2016-12-02,2016-12-02
1369,Hewlett-Packard 300S Scientific Calculator,Technology,Machines,High,0.2,1.0,6.0,6,1,2017-06-03,2017-06-03
1371,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Furniture,Furnishings,High,0.2,1.0,4.0,4,1,2016-10-09,2016-10-09
1377,Novimex Swivel Fabric Task Chair,Furniture,Chairs,High,0.2,1.0,6.0,6,1,2014-03-01,2014-03-01
1386,"DAX Cubicle Frames, 8-1/2 x 11",Furniture,Furnishings,High,0.2,1.0,5.0,5,1,2017-05-12,2017-05-12
1407,Canon imageCLASS 2200 Advanced Copier,Technology,Copiers,High,0.2,1.0,5.0,5,1,2016-10-02,2016-10-02
1409,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Office Supplies,Appliances,High,0.2,1.0,5.0,5,1,2017-02-05,2017-02-05
1412,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Office Supplies,Paper,High,0.2,1.0,4.0,4,1,2016-05-09,2016-05-09
1415,Cherry 142-key Programmable Keyboard,Technology,Accessories,High,0.2,1.0,4.0,4,1,2016-11-05,2016-11-05
1416,HTC One Mini,Technology,Phones,High,0.2,1.0,5.0,5,1,2015-10-02,2015-10-02
1430,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",Office Supplies,Paper,High,0.2,1.0,5.0,5,1,2015-01-09,2015-01-09
1435,Ricoh - Ink Collector Unit for GX3000 Series Printers,Technology,Machines,High,0.2,2.0,11.0,11,1,2017-10-02,2017-10-02
1436,Xerox 1976,Office Supplies,Paper,High,0.2,1.0,4.0,4,1,2016-09-11,2016-09-11
1447,OIC Thumb-Tacks,Office Supplies,Fasteners,High,0.2,1.0,6.0,6,1,2014-05-04,2014-05-04
1465,Wireless Extenders zBoost YX545 SOHO Signal Booster,Technology,Phones,High,0.2,1.0,4.0,4,1,2014-01-06,2014-01-06
1469,Macally Suction Cup Mount,Technology,Phones,High,0.2,1.0,6.0,6,1,2017-12-02,2017-12-02
1470,WD My Passport Ultra 500GB Portable External Hard Drive,Technology,Accessories,High,0.2,1.0,4.0,4,1,2015-12-08,2015-12-08
1472,Zebra GK420t Direct Thermal/Thermal Transfer Printer,Technology,Machines,High,0.2,1.0,6.0,6,1,2016-10-06,2016-10-06
1475,Microsoft Wireless Mobile Mouse 4000,Technology,Accessories,High,0.2,1.0,4.0,4,1,2017-09-09,2017-09-09
1478,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Furniture,Chairs,High,0.2,1.0,5.0,5,1,2017-08-12,2017-08-12
1487,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Office Supplies,Appliances,High,0.2,1.0,4.0,4,1,2017-10-05,2017-10-05
1496,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Office Supplies,Art,High,0.2,1.0,5.0,5,1,2017-11-08,2017-11-08
1498,Canon PC940 Copier,Technology,Copiers,High,0.2,1.0,4.0,4,1,2014-12-09,2014-12-09
1504,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Furniture,Furnishings,High,0.2,1.0,5.0,5,1,2016-11-07,2016-11-07
1511,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Office Supplies,Appliances,High,0.2,1.0,5.0,5,1,2015-05-10,2015-05-10
1512,Xerox 1937,Office Supplies,Paper,High,0.2,1.0,4.0,4,1,2017-08-12,2017-08-12
1513,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",Technology,Accessories,High,0.2,1.0,5.0,5,1,2017-08-12,2017-08-12
1517,Maxell CD-R Discs,Technology,Accessories,High,0.2,1.0,4.0,4,1,2017-11-07,2017-11-07
1524,"Executive Impressions 14""",Furniture,Furnishings,High,0.2,1.0,5.0,5,1,2016-12-01,2016-12-01
1528,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",Furniture,Bookcases,High,0.2,1.0,5.0,5,1,2017-10-12,2017-10-12
1530,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",Technology,Machines,High,0.2,1.0,5.0,5,1,2016-02-02,2016-02-02
1531,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Technology,Accessories,High,0.2,1.0,5.0,5,1,2016-03-08,2016-03-08
1536,Deflect-O Glasstique Clear Desk Accessories,Furniture,Furnishings,High,0.2,1.0,4.0,4,1,2015-09-11,2015-09-11
1542,Belkin iPhone and iPad Lightning Cable,Technology,Phones,High,0.2,1.0,6.0,6,1,2017-07-11,2017-07-11
1544,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",Office Supplies,Paper,High,0.2,1.0,4.0,4,1,2016-05-05,2016-05-05
1549,Prang Drawing Pencil Set,Office Supplies,Art,High,0.2,1.0,5.0,5,1,2016-03-08,2016-03-08
1552,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,Office Supplies,Appliances,High,0.2,1.0,4.0,4,1,2015-09-11,2015-09-11
1559,"Tenex Chairmat w/ Average Lip, 45"" x 53""",Furniture,Furnishings,High,0.2,1.0,5.0,5,1,2016-11-05,2016-11-05
1562,Sony 32GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,High,0.2,1.0,5.0,5,1,2017-10-01,2017-10-01
1564,Lenovo 17-Key USB Numeric Keypad,Technology,Accessories,High,0.2,1.0,4.0,4,1,2015-10-01,2015-10-01
1568,Tenex Chairmats For Use with Hard Floors,Furniture,Furnishings,High,0.2,1.0,5.0,5,1,2015-11-07,2015-11-07
1570,Xerox Blank Computer Paper,Office Supplies,Paper,High,0.2,1.0,5.0,5,1,2016-06-06,2016-06-06
1573,Avery Durable Slant Ring Binders,Office Supplies,Binders,High,0.2,1.0,5.0,5,1,2016-08-09,2016-08-09
1579,Acme Design Stainless Steel Bent Scissors,Office Supplies,Supplies,High,0.2,1.0,6.0,6,1,2014-05-10,2014-05-10
1582,Xerox 1967,Office Supplies,Paper,High,0.2,1.0,5.0,5,1,2014-07-09,2014-07-09
1583,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Office Supplies,Appliances,High,0.2,1.0,5.0,5,1,2015-10-09,2015-10-09
1592,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Office Supplies,Appliances,High,0.2,1.0,6.0,6,1,2017-10-02,2017-10-02
1595,Sauder Camden County Collection Library,Furniture,Bookcases,High,0.2,2.0,10.0,10,1,2016-12-02,2016-12-02
1597,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,Technology,Accessories,High,0.2,1.0,6.0,6,1,2016-05-12,2016-05-12
1602,"Eureka Hand Vacuum, Bagless",Office Supplies,Appliances,High,0.2,1.0,4.0,4,1,2015-11-02,2015-11-02
1604,Newell Chalk Holder,Office Supplies,Art,High,0.2,1.0,5.0,5,1,2014-03-07,2014-03-07
1605,Office Star - Task Chair with Contemporary Loop Arms,Furniture,Chairs,High,0.2,1.0,6.0,6,1,2014-03-07,2014-03-07
1607,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Furniture,Furnishings,High,0.2,1.0,4.0,4,1,2016-05-06,2016-05-06
1609,Anker 24W Portable Micro USB Car Charger,Technology,Phones,High,0.2,1.0,4.0,4,1,2015-01-12,2015-01-12
1612,"Eldon 400 Class Desk Accessories, Black Carbon",Furniture,Furnishings,High,0.2,1.0,4.0,4,1,2016-10-10,2016-10-10
1620,Fiskars Home & Office Scissors,Office Supplies,Supplies,High,0.2,1.0,4.0,4,1,2016-12-12,2016-12-12
726,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",Office Supplies,Appliances,High,0.3,2.0,6.0,12,2,2017-06-01,2017-06-03
1506,Sterling Rubber Bands by Alliance,Office Supplies,Fasteners,High,0.4,1.0,2.5,5,2,2014-10-01,2014-10-03
172,Self-Adhesive Removable Labels,Office Supplies,Labels,High,0.5,2.0,4.0,12,3,2017-12-05,2017-12-08
748,Xerox 219,Office Supplies,Paper,High,0.8,1.0,1.2,6,5,2015-12-01,2015-12-06
1196,Embossed Ink Jet Note Cards,Office Supplies,Paper,High,0.8,1.0,1.25,5,4,2016-11-06,2016-11-10
289,Nu-Dell Leatherette Frames,Furniture,Furnishings,High,0.9,2.0,2.14,15,7,2017-10-02,2017-10-09
180,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",Technology,Machines,High,1.0,1.0,1.0,4,4,2014-09-08,2014-09-12
725,Xerox 1965,Office Supplies,Paper,High,1.0,1.0,1.0,5,5,2016-05-05,2016-05-10
236,Newell 332,Office Supplies,Art,High,1.1,2.0,1.78,16,9,2016-11-03,2016-11-12
947,Strathmore Photo Mount Cards,Office Supplies,Paper,High,1.2,2.0,1.67,15,9,2017-11-03,2017-11-12
833,Lumber Crayons,Office Supplies,Art,High,1.5,1.0,0.67,4,6,2015-11-01,2015-11-07
917,Staples,Office Supplies,Fasteners,High,1.7,1.0,0.6,6,10,2017-11-02,2017-11-12
122,Acco 3-Hole Punch,Office Supplies,Binders,High,2.1,1.0,0.47,9,19,2017-11-12,2017-12-01
1131,3M Polarizing Light Filter Sleeves,Furniture,Furnishings,High,2.9,1.0,0.35,8,23,2016-11-10,2016-12-03
463,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11",Office Supplies,Paper,High,3.0,1.0,0.33,8,24,2017-05-11,2017-06-04
1453,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",Office Supplies,Appliances,High,3.0,1.0,0.33,9,27,2017-11-10,2017-12-07
312,Maxell DVD-RAM Discs,Technology,Accessories,High,3.6,1.0,0.28,9,32,2014-02-07,2014-03-11
1248,GBC Imprintable Covers,Office Supplies,Binders,High,3.6,1.0,0.28,8,29,2017-11-10,2017-12-09
940,Xerox 1968,Office Supplies,Paper,High,3.7,2.0,0.54,14,26,2017-11-12,2017-12-08
758,Computer Printout Index Tabs,Office Supplies,Binders,High,4.2,1.0,0.24,9,37,2016-05-05,2016-06-11
389,Avery Round Ring Poly Binders,Office Supplies,Binders,High,4.3,1.0,0.23,7,30,2015-03-05,2015-04-04
656,BIC Brite Liner Grip Highlighters,Office Supplies,Art,High,4.4,2.0,0.45,10,22,2017-08-11,2017-09-02
1080,Storex DuraTech Recycled Plastic Frosted Binders,Office Supplies,Binders,High,4.4,2.0,0.45,14,31,2017-10-07,2017-11-07
124,Cisco Small Business SPA 502G VoIP phone,Technology,Phones,High,4.5,1.0,0.22,7,32,2016-05-05,2016-06-06
1463,Xerox 1900,Office Supplies,Paper,High,5.0,2.0,0.4,10,25,2016-09-08,2016-10-03
1065,Cisco IP Phone 7961G VoIP phone - Dark gray,Technology,Phones,High,5.4,2.0,0.37,11,30,2014-11-01,2014-12-01
584,Avery 489,Office Supplies,Labels,High,5.6,1.0,0.18,6,33,2015-08-10,2015-09-12
771,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Furniture,Tables,High,5.6,2.0,0.36,10,28,2017-09-04,2017-10-02
1446,Boston Home & Office Model 2000 Electric Pencil Sharpeners,Office Supplies,Art,High,5.6,1.0,0.18,5,28,2014-04-06,2014-05-04
369,OtterBox Commuter Series Case - Samsung Galaxy S4,Technology,Phones,High,5.9,2.0,0.34,12,35,2015-07-06,2015-08-10
882,GBC ProClick 150 Presentation Binding System,Office Supplies,Binders,High,6.2,2.0,0.32,12,37,2017-01-03,2017-02-09
1316,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Office Supplies,Storage,High,6.2,1.0,0.16,6,37,2017-08-03,2017-09-09
411,Avery 502,Office Supplies,Labels,High,6.7,1.0,0.15,5,34,2016-05-02,2016-06-05
651,Avaya 4621SW VoIP phone,Technology,Phones,High,6.7,1.0,0.15,9,60,2016-05-05,2016-07-04
1081,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,Technology,Accessories,High,6.7,1.0,0.15,9,59,2017-10-06,2017-12-04
1249,Standard Line While You Were Out Hardbound Telephone Message Book,Office Supplies,Paper,High,6.9,2.0,0.29,10,35,2017-11-03,2017-12-08
71,Xerox 1913,Office Supplies,Paper,Medium,7.1,1.0,0.14,5,35,2014-08-05,2014-09-09
713,"Boston Model 1800 Electric Pencil Sharpener, Gray",Office Supplies,Art,Medium,7.1,2.0,0.28,10,36,2016-08-05,2016-09-10
728,Balt Solid Wood Round Tables,Furniture,Tables,Medium,7.1,1.0,0.14,8,58,2016-11-11,2017-01-08
903,Luxo Economy Swing Arm Lamp,Furniture,Furnishings,Medium,7.1,1.0,0.14,4,28,2014-11-10,2014-12-08
710,Harmony HEPA Quiet Air Purifiers,Office Supplies,Appliances,Medium,7.7,1.0,0.13,7,54,2016-12-10,2017-02-02
736,Newell 315,Office Supplies,Art,Medium,7.7,1.0,0.13,9,70,2016-09-01,2016-11-10
1350,iOttie XL Car Mount,Technology,Phones,Medium,7.7,2.0,0.26,14,54,2017-09-11,2017-11-04
450,Fellowes Econo/Stor Drawers,Office Supplies,Storage,Medium,8.3,1.0,0.12,7,57,2016-10-08,2016-12-04
894,Boston 1799 Powerhouse Electric Pencil Sharpener,Office Supplies,Art,Medium,8.3,1.0,0.12,8,65,2017-09-07,2017-11-11
1396,Ultra Door Pull Handle,Furniture,Furnishings,Medium,8.3,2.0,0.24,15,63,2016-09-02,2016-11-04
1064,Newell 320,Office Supplies,Art,Medium,8.7,2.0,0.23,12,53,2014-09-09,2014-11-01
1189,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Furniture,Chairs,Medium,9.5,2.0,0.21,12,58,2014-12-10,2015-02-06
1160,Staples in misc. colors,Office Supplies,Art,Medium,10.0,1.0,0.1,5,52,2017-07-11,2017-09-01
1505,Avery Hidden Tab Dividers for Binding Systems,Office Supplies,Binders,Medium,10.0,1.0,0.1,9,86,2014-07-09,2014-10-03
444,Fellowes Super Stor/Drawer,Office Supplies,Storage,Medium,10.5,2.0,0.19,12,64,2014-05-09,2014-07-12
22,Advantus Push Pins,Office Supplies,Fasteners,Medium,11.1,1.0,0.09,9,97,2016-09-05,2016-12-11
67,Sanford Liquid Accent Highlighters,Office Supplies,Art,Medium,11.1,1.0,0.09,8,94,2014-06-06,2014-09-08
309,Acme Preferred Stainless Steel Scissors,Office Supplies,Supplies,Medium,11.1,1.0,0.09,6,64,2016-09-04,2016-11-07
379,"Quartet Alpha White Chalk, 12/Pack",Office Supplies,Art,Medium,11.1,1.0,0.09,8,86,2017-07-09,2017-10-03
1426,Recycled Easel Ring Binders,Office Supplies,Binders,Medium,11.1,1.0,0.09,9,97,2016-09-05,2016-12-11
466,"Maxell 74 Minute CD-R Spindle, 50/Pack",Technology,Accessories,Medium,12.0,3.0,0.25,22,88,2014-08-06,2014-11-02
266,Avery 516,Office Supplies,Labels,Medium,12.5,2.0,0.16,10,63,2014-07-05,2014-09-06
479,Memorex Froggy Flash Drive 8 GB,Technology,Accessories,Medium,12.5,1.0,0.08,7,93,2017-09-08,2017-12-10
901,Accohide Poly Flexible Ring Binders,Office Supplies,Binders,Medium,12.5,1.0,0.08,7,83,2015-07-10,2015-10-01
1122,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",Office Supplies,Envelopes,Medium,12.5,1.0,0.08,5,60,2016-07-04,2016-09-02
1392,Ibico EB-19 Dual Function Manual Binding System,Office Supplies,Binders,Medium,12.5,2.0,0.16,14,87,2016-09-10,2016-12-06
1485,DAX Two-Tone Silver Metal Document Frame,Furniture,Furnishings,Medium,12.5,1.0,0.08,7,87,2017-09-07,2017-12-03
338,Maxell iVDR EX 500GB Cartridge,Technology,Accessories,Medium,13.3,2.0,0.15,10,68,2017-09-02,2017-11-09
1047,Xerox 1928,Office Supplies,Paper,Medium,13.3,2.0,0.15,15,99,2015-06-01,2015-09-08
23,AT&T CL83451 4-Handset Telephone,Technology,Phones,Low,14.3,1.0,0.07,7,96,2016-09-06,2016-12-11
489,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Office Supplies,Binders,Low,14.3,1.0,0.07,8,122,2017-01-02,2017-05-04
631,Xerox 1998,Office Supplies,Paper,Low,14.3,1.0,0.07,9,124,2017-08-01,2017-12-03
676,"O'Sullivan Elevations Bookcase, Cherry Finish",Furniture,Bookcases,Low,14.3,1.0,0.07,5,67,2017-08-03,2017-10-09
1095,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Office Supplies,Binders,Low,14.3,1.0,0.07,6,88,2017-08-07,2017-11-03
1110,Xerox 1927,Office Supplies,Paper,Low,14.3,1.0,0.07,8,123,2017-05-11,2017-09-11
1142,Avery 487,Office Supplies,Labels,Low,14.3,2.0,0.14,13,94,2016-06-10,2016-09-12
1225,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Office Supplies,Storage,Low,14.3,1.0,0.07,4,56,2015-09-12,2015-11-07
1264,Xerox 1925,Office Supplies,Paper,Low,14.3,1.0,0.07,7,97,2016-07-03,2016-10-08
1291,ShoreTel ShorePhone IP 230 VoIP phone,Technology,Phones,Low,14.3,1.0,0.07,9,125,2015-05-04,2015-09-06
1292,Imation 30456 USB Flash Drive 8GB,Technology,Accessories,Low,14.3,1.0,0.07,6,87,2016-09-12,2016-12-08
1480,BPI Conference Tables,Furniture,Tables,Low,15.0,3.0,0.2,17,84,2016-08-12,2016-11-04
960,Avery Metallic Poly Binders,Office Supplies,Binders,Low,15.4,2.0,0.13,13,100,2017-09-01,2017-12-10
753,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Technology,Phones,Low,16.7,2.0,0.12,12,96,2017-07-03,2017-10-07
1132,"24 Capacity Maxi Data Binder Racks, Pearl",Office Supplies,Storage,Low,16.7,2.0,0.12,10,86,2017-06-10,2017-09-04
1244,Luxo Professional Combination Clamp-On Lamps,Furniture,Furnishings,Low,16.7,1.0,0.06,9,147,2017-04-08,2017-09-02
85,"Eldon 200 Class Desk Accessories, Burgundy",Furniture,Furnishings,Low,18.2,2.0,0.11,10,91,2017-06-03,2017-09-02
733,Fellowes Officeware Wire Shelving,Office Supplies,Storage,Low,18.2,2.0,0.11,10,90,2017-06-11,2017-09-09
967,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Office Supplies,Paper,Low,18.2,2.0,0.11,10,92,2017-09-04,2017-12-05
992,Acco Side-Punched Conventional Columnar Pads,Office Supplies,Supplies,Low,18.2,2.0,0.11,13,118,2014-08-12,2014-12-08
82,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Office Supplies,Paper,Low,20.0,1.0,0.05,6,129,2017-07-06,2017-11-12
152,GBC DocuBind P400 Electric Binding System,Office Supplies,Binders,Low,20.0,1.0,0.05,8,146,2016-04-08,2016-09-01
458,Mitel MiVoice 5330e IP Phone,Technology,Phones,Low,20.0,1.0,0.05,6,127,2015-07-04,2015-11-08
634,"Dana Fluorescent Magnifying Lamp, White, 36""",Furniture,Furnishings,Low,20.0,1.0,0.05,7,152,2014-09-10,2015-02-09
824,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",Furniture,Chairs,Low,20.0,1.0,0.05,7,152,2014-06-08,2014-11-07
1058,Canon PC170 Desktop Personal Copier,Technology,Machines,Low,20.0,1.0,0.05,6,117,2015-11-07,2016-03-03
1090,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,Low,20.0,1.0,0.05,9,181,2017-06-11,2017-12-09
1169,GBC Instant Report Kit,Office Supplies,Binders,Low,20.0,2.0,0.1,14,144,2016-09-12,2017-02-03
1171,Panasonic KX T7736-B Digital phone,Technology,Phones,Low,20.0,1.0,0.05,5,94,2014-12-05,2015-03-09
1175,Logitech Keyboard K120,Technology,Accessories,Low,20.0,1.0,0.05,9,185,2015-06-09,2015-12-11
1213,Sony 16GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,Low,20.0,1.0,0.05,6,120,2014-11-05,2015-03-05
1326,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Technology,Accessories,Low,20.0,1.0,0.05,5,97,2017-07-07,2017-10-12
1424,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Office Supplies,Art,Low,20.0,1.0,0.05,6,121,2016-08-12,2016-12-11
965,Plantronics Audio 995 Wireless Stereo Headset,Technology,Accessories,Low,22.2,2.0,0.09,14,157,2017-06-03,2017-11-07
1267,Trimflex Flexible Post Binders,Office Supplies,Binders,Low,22.2,2.0,0.09,16,183,2016-06-06,2016-12-06
1406,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Office Supplies,Appliances,Low,22.2,2.0,0.09,10,114,2017-07-11,2017-11-02
13,Fellowes PB200 Plastic Comb Binding Machine,Office Supplies,Binders,Low,25.0,1.0,0.04,9,208,2016-12-05,2017-07-01
94,Speck Products Candyshell Flip Case,Technology,Phones,Low,25.0,1.0,0.04,7,161,2015-01-02,2015-06-12
121,Safco Industrial Shelving,Office Supplies,Storage,Low,25.0,1.0,0.04,5,116,2017-08-07,2017-12-01
195,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Technology,Phones,Low,25.0,1.0,0.04,8,178,2016-03-07,2016-09-01
207,iHome FM Clock Radio with Lightning Dock,Technology,Phones,Low,25.0,1.0,0.04,7,181,2017-06-10,2017-12-08
299,Xerox 218,Office Supplies,Paper,Low,25.0,1.0,0.04,4,96,2015-12-07,2016-03-12
329,Binding Machine Supplies,Office Supplies,Binders,Low,25.0,1.0,0.04,5,132,2016-07-01,2016-11-10
663,Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,Storage,Low,25.0,2.0,0.08,11,130,2017-05-03,2017-09-10
765,Xerox 23,Office Supplies,Paper,Low,25.0,1.0,0.04,7,178,2016-11-07,2017-05-04
869,"SlimView Poly Binder, 3/8""",Office Supplies,Binders,Low,25.0,3.0,0.12,19,154,2015-06-11,2015-11-12
943,Pizazz Global Quick File,Office Supplies,Storage,Low,25.0,1.0,0.04,7,183,2014-09-08,2015-03-10
1033,Plantronics Encore H101 Dual Earpieces Headset,Technology,Phones,Low,25.0,1.0,0.04,8,192,2016-03-03,2016-09-11
1061,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Furniture,Furnishings,Low,25.0,2.0,0.08,14,183,2017-01-01,2017-07-03
1210,Motorola Droid Maxx,Technology,Phones,Low,25.0,2.0,0.08,15,191,2014-04-02,2014-10-10
1303,Xerox 189,Office Supplies,Paper,Low,25.0,1.0,0.04,9,212,2017-02-03,2017-09-03
1333,"Lesro Round Back Collection Coffee Table, End Table",Furniture,Tables,Low,25.0,1.0,0.04,4,94,2016-09-08,2016-12-11
1370,Polycom CX300 Desktop Phone USB VoIP phone,Technology,Phones,Low,25.0,1.0,0.04,8,211,2014-11-02,2015-06-01
1398,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Office Supplies,Appliances,Low,25.0,2.0,0.08,10,122,2015-12-10,2016-04-10
1499,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Office Supplies,Storage,Low,25.0,1.0,0.04,9,243,2014-06-08,2015-02-06
1520,"Career Cubicle Clock, 8 1/4"", Black",Furniture,Furnishings,Low,25.0,1.0,0.04,7,186,2017-05-03,2017-11-05
934,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Office Supplies,Paper,Low,28.6,2.0,0.07,12,180,2017-06-10,2017-12-07
1035,Mophie Juice Pack Helium for iPhone,Technology,Phones,Low,28.6,2.0,0.07,12,162,2014-06-02,2014-11-11
1094,Memorex Micro Travel Drive 16 GB,Technology,Accessories,Low,28.6,4.0,0.14,25,178,2017-06-08,2017-12-03
1101,Laser & Ink Jet Business Envelopes,Office Supplies,Envelopes,Low,28.6,2.0,0.07,11,152,2016-10-04,2017-03-05
1335,Apple iPhone 5,Technology,Phones,Low,28.6,2.0,0.07,10,144,2016-03-10,2016-08-01
750,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),Technology,Accessories,Low,30.0,3.0,0.1,17,176,2015-11-09,2016-05-03
51,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,Furnishings,Low,33.3,1.0,0.03,8,245,2016-03-06,2016-11-06
93,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Furniture,Bookcases,Low,33.3,1.0,0.03,7,251,2015-01-02,2015-09-10
154,"#10 Gummed Flap White Envelopes, 100/Box",Office Supplies,Envelopes,Low,33.3,1.0,0.03,4,157,2015-11-03,2016-04-08
292,Hewlett Packard 610 Color Digital Copier / Printer,Technology,Copiers,Low,33.3,1.0,0.03,9,271,2015-12-06,2016-09-02
370,Iceberg Mobile Mega Data/Printer Cart,Office Supplies,Storage,Low,33.3,2.0,0.06,16,249,2015-07-06,2016-03-11
377,Maxell 4.7GB DVD+RW 3/Pack,Technology,Accessories,Low,33.3,2.0,0.06,15,270,2015-12-11,2016-09-06
380,Belkin F9S820V06 8 Outlet Surge,Office Supplies,Appliances,Low,33.3,2.0,0.06,15,241,2016-11-10,2017-07-09
410,"Eldon Base for stackable storage shelf, platinum",Office Supplies,Storage,Low,33.3,2.0,0.06,10,155,2016-06-05,2016-11-07
416,Hoover Shoulder Vac Commercial Portable Vacuum,Office Supplies,Appliances,Low,33.3,1.0,0.03,6,220,2015-04-04,2015-11-10
447,Peel & Stick Add-On Corner Pockets,Office Supplies,Binders,Low,33.3,1.0,0.03,8,273,2016-03-06,2016-12-04
462,Pencil and Crayon Sharpener,Office Supplies,Art,Low,33.3,1.0,0.03,4,144,2017-04-11,2017-09-02
