product_sk,Product_Name,Category,Sub_Category,Inventory_Turnover_Ratio,Days_Inventory_Outstanding,Sales,COGS,Quantity
252,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Office Supplies,Appliances,4.0,91.25,169.56,101.736,10
253,AT&T TR1909W,Technology,Phones,4.0,91.25,932.33,559.398,8
254,First Data FD10 PIN Pad,Technology,Accessories,4.0,91.25,316.0,189.6,4
255,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Fasteners,4.0,91.25,28.64,17.184,8
256,Acme Tagit Stainless Steel Antibacterial Scissors,Office Supplies,Supplies,4.0,91.25,23.76,14.256,3
257,Easy-staple paper,Office Supplies,Paper,4.0,91.25,609.5699999999999,365.74199999999996,18
258,ClearOne Communications CHAT 70 OC Speaker Phone,Technology,Phones,4.0,91.25,381.58,228.94799999999998,3
259,12-1/2 Diameter Round Wall Clock,Furniture,Furnishings,4.0,91.25,167.84,100.704,15
260,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Furniture,Tables,4.0,91.25,762.48,457.488,4
261,Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies,Appliances,4.0,91.25,266.24,159.744,13
262,"Southworth 100% Résumé Paper, 24lb.",Office Supplies,Paper,4.0,91.25,210.06,126.036,27
263,Cubify CubeX 3D Printer Triple Head Print,Technology,Machines,4.0,91.25,7999.98,4799.987999999999,4
264,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Office Supplies,Appliances,4.0,91.25,941.85,565.11,13
265,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Technology,Accessories,4.0,91.25,1119.93,671.958,7
266,Avery 516,Office Supplies,Labels,4.0,91.25,73.1,43.85999999999999,10
267,Xerox 1995,Office Supplies,Paper,4.0,91.25,73.87,44.322,13
268,"Tenex ""The Solids"" Textured Chair Mats",Furniture,Furnishings,4.0,91.25,923.47,554.082,15
269,Laminate Occasional Tables,Furniture,Tables,4.0,91.25,1233.04,739.824,11
270,Xerox 220,Office Supplies,Paper,4.0,91.25,89.42,53.652,16
271,Fellowes 8 Outlet Superior Workstation Surge Protector,Office Supplies,Appliances,4.0,91.25,633.99,380.394,17
272,SanDisk Cruzer 32 GB USB Flash Drive,Technology,Accessories,4.0,91.25,15.22,9.132,1
273,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,Accessories,4.0,91.25,269.90999999999997,161.94599999999997,9
274,O'Sullivan Living Dimensions 5-Shelf Bookcases,Furniture,Bookcases,4.0,91.25,2766.67,1660.002,17
275,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Office Supplies,Paper,4.0,91.25,510.41999999999996,306.25199999999995,10
276,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Office Supplies,Envelopes,4.0,91.25,97.78999999999999,58.67399999999999,14
277,Cardinal Holdit Business Card Pockets,Office Supplies,Binders,4.0,91.25,43.82,26.291999999999998,11
278,"DAX Value U-Channel Document Frames, Easel Back",Furniture,Furnishings,4.0,91.25,69.58,41.748,14
279,GBC Standard Therm-A-Bind Covers,Office Supplies,Binders,4.0,91.25,323.97,194.382,23
280,"Seth Thomas 16"" Steel Case Clock",Furniture,Furnishings,4.0,91.25,207.87,124.722,8
281,Acme Softgrip Scissors,Office Supplies,Supplies,4.0,91.25,125.35,75.21,18
282,Xerox 1964,Office Supplies,Paper,4.0,91.25,356.3,213.78,17
283,"Bevis Traditional Conference Table Top, Plinth Base",Furniture,Tables,4.0,91.25,2033.5,1220.1,9
284,"Personal Folder Holder, Ebony",Office Supplies,Storage,4.0,91.25,44.84,26.904,4
285,Logitech Wireless Touch Keyboard K400,Technology,Accessories,4.0,91.25,89.96,53.97599999999999,4
286,Avery 508,Office Supplies,Labels,4.0,91.25,38.29,22.974,9
287,GBC Standard Plastic Binding Systems Combs,Office Supplies,Binders,4.0,91.25,3.54,2.124,2
288,GBC Durable Plastic Covers,Office Supplies,Binders,4.0,91.25,89.00999999999999,53.40599999999999,5
289,Nu-Dell Leatherette Frames,Furniture,Furnishings,4.0,91.25,203.63,122.178,15
290,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Art,4.0,91.25,76.52,45.912,10
291,Avery Durable Binders,Office Supplies,Binders,4.0,91.25,13.82,8.292,9
292,Hewlett Packard 610 Color Digital Copier / Printer,Technology,Copiers,4.0,91.25,3999.92,2399.9519999999998,9
293,Avery 476,Office Supplies,Labels,4.0,91.25,52.86,31.715999999999998,15
294,Acco D-Ring Binder w/DublLock,Office Supplies,Binders,4.0,91.25,64.14,38.484,10
295,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Technology,Accessories,4.0,91.25,93.0,55.8,7
296,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,Bookcases,4.0,91.25,156.16,93.696,3
297,Microsoft Natural Ergonomic Keyboard 4000,Technology,Accessories,4.0,91.25,257.90999999999997,154.74599999999998,9
298,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,Chairs,4.0,91.25,1744.64,1046.784,9
299,Xerox 218,Office Supplies,Paper,4.0,91.25,25.92,15.552,4
300,Model L Table or Wall-Mount Pencil Sharpener,Office Supplies,Art,4.0,91.25,349.01,209.40599999999998,21
301,ClearOne CHATAttach 160 - speaker phone,Technology,Phones,4.0,91.25,5207.92,3124.752,10
302,Coloredge Poster Frame,Furniture,Furnishings,4.0,91.25,227.2,136.32,16
303,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,Technology,Accessories,4.0,91.25,429.90999999999997,257.94599999999997,10
304,Kingston Digital DataTraveler 32GB USB 2.0,Technology,Accessories,4.0,91.25,186.45,111.86999999999999,12
305,GBC ProClick Punch Binding System,Office Supplies,Binders,4.0,91.25,627.0,376.2,13
306,"Adams Telephone Message Books, 5 1/4 x 11",Office Supplies,Paper,4.0,91.25,9.66,5.796,2
307,Fellowes Binding Cases,Office Supplies,Binders,4.0,91.25,262.08,157.248,27
308,Ibico Plastic and Wire Spiral Binding Combs,Office Supplies,Binders,4.0,91.25,107.91,64.746,15
309,Acme Preferred Stainless Steel Scissors,Office Supplies,Supplies,4.0,91.25,34.08,20.447999999999997,6
310,Avery 486,Office Supplies,Labels,4.0,91.25,95.03,57.018,13
311,"Linden 10"" Round Wall Clock, Black",Furniture,Furnishings,4.0,91.25,223.09,133.85399999999998,19
312,Maxell DVD-RAM Discs,Technology,Accessories,4.0,91.25,148.32,88.99199999999999,9
313,Xerox 1884,Office Supplies,Paper,4.0,91.25,375.63,225.378,23
314,Acme Box Cutter Scissors,Office Supplies,Supplies,4.0,91.25,163.68,98.208,16
315,Staple magnet,Office Supplies,Storage,4.0,91.25,32.04,19.224,3
316,OIC Binder Clips,Office Supplies,Fasteners,4.0,91.25,38.66,23.195999999999998,13
317,Staple remover,Office Supplies,Supplies,4.0,91.25,56.67,34.002,17
318,Deluxe Chalkboard Eraser Cleaner,Office Supplies,Art,4.0,91.25,60.06,36.036,6
319,Logitech MX Performance Wireless Mouse,Technology,Accessories,4.0,91.25,789.82,473.892,23
320,Newell 337,Office Supplies,Art,4.0,91.25,10.5,6.3,4
321,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,Phones,4.0,91.25,399.5,239.7,13
322,Avery 482,Office Supplies,Labels,4.0,91.25,11.56,6.936,4
323,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furniture,Furnishings,4.0,91.25,934.92,560.952,18
324,Large Capacity Hanging Post Binders,Office Supplies,Binders,4.0,91.25,114.77,68.862,12
325,GBC Ibimaster 500 Manual ProClick Binding System,Office Supplies,Binders,4.0,91.25,4718.08,2830.848,19
326,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Office Supplies,Paper,4.0,91.25,11.36,6.816,2
327,Poly Designer Cover & Back,Office Supplies,Binders,4.0,91.25,305.74,183.444,23
328,File Shuttle I and Handi-File,Office Supplies,Storage,4.0,91.25,209.24,125.544,10
329,Binding Machine Supplies,Office Supplies,Binders,4.0,91.25,128.35000000000002,77.01,5
330,Staple envelope,Office Supplies,Envelopes,4.0,91.25,91.92999999999999,55.157999999999994,11
331,Wilson Jones Hanging Recycled Pressboard Data Binders,Office Supplies,Binders,4.0,91.25,32.64,19.584,4
332,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Office Supplies,Labels,4.0,91.25,20.88,12.527999999999999,9
333,Deluxe Heavy-Duty Vinyl Round Ring Binder,Office Supplies,Binders,4.0,91.25,279.63,167.778,17
334,Xerox 1923,Office Supplies,Paper,4.0,91.25,37.41,22.445999999999998,6
335,Fellowes Neat Ideas Storage Cubes,Office Supplies,Storage,4.0,91.25,337.78999999999996,202.67399999999998,11
336,Xerox 1931,Office Supplies,Paper,4.0,91.25,38.88,23.328,6
337,Polycom CX600 IP Phone VoIP phone,Technology,Phones,4.0,91.25,1199.8,719.88,4
338,Maxell iVDR EX 500GB Cartridge,Technology,Accessories,4.0,91.25,2755.4,1653.24,10
339,Fellowes High-Stak Drawer Files,Office Supplies,Storage,4.0,91.25,2114.2799999999997,1268.5679999999998,14
340,Cameo Buff Policy Envelopes,Office Supplies,Envelopes,4.0,91.25,908.56,545.136,17
341,Acco Perma 4000 Stacking Storage Drawers,Office Supplies,Storage,4.0,91.25,328.04999999999995,196.82999999999996,23
342,Recycled Eldon Regeneration Jumbo File,Office Supplies,Storage,4.0,91.25,49.12,29.471999999999998,4
343,Maxell 4.7GB DVD-R,Technology,Accessories,4.0,91.25,1004.65,602.79,39
344,OtterBox Commuter Series Case - iPhone 5 & 5s,Technology,Phones,4.0,91.25,208.36,125.016,5
345,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,Appliances,4.0,91.25,1301.1200000000001,780.672,16
346,Newell 324,Office Supplies,Art,4.0,91.25,127.05000000000001,76.23,11
347,Holmes Odor Grabber,Office Supplies,Appliances,4.0,91.25,187.46,112.476,13
348,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Office Supplies,Paper,4.0,91.25,83.68,50.208000000000006,17
349,Staple-based wall hangings,Furniture,Furnishings,4.0,91.25,130.54,78.324,22
350,Color-Coded Legal Exhibit Labels,Office Supplies,Labels,4.0,91.25,9.82,5.892,2
351,Bulldog Vacuum Base Pencil Sharpener,Office Supplies,Art,4.0,91.25,199.03,119.41799999999999,20
352,Xerox 212,Office Supplies,Paper,4.0,91.25,38.88,23.328,7
353,Computer Printout Paper with Letter-Trim Fine Perforations,Office Supplies,Paper,4.0,91.25,191.6,114.96,4
354,Avery File Folder Labels,Office Supplies,Labels,4.0,91.25,28.230000000000004,16.938000000000002,11
355,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Office Supplies,Storage,4.0,91.25,501.81,301.086,3
356,Motorola HK250 Universal Bluetooth Headset,Technology,Phones,4.0,91.25,478.19,286.914,23
357,Tuf-Vin Binders,Office Supplies,Binders,4.0,91.25,341.07,204.642,15
358,Wilson Jones Easy Flow II Sheet Lifters,Office Supplies,Binders,4.0,91.25,11.52,6.912,8
359,Xerox 188,Office Supplies,Paper,4.0,91.25,129.28,77.568,12
360,Office Star - Contemporary Task Swivel Chair,Furniture,Chairs,4.0,91.25,1087.6,652.56,12
361,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,Art,4.0,91.25,50.88,30.528,13
362,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Technology,Phones,4.0,91.25,1259.96,755.976,4
363,"Global Airflow Leather Mesh Back Chair, Black",Furniture,Chairs,4.0,91.25,1404.11,842.4659999999999,12
364,Acco Suede Grain Vinyl Round Ring Binder,Office Supplies,Binders,4.0,91.25,17.509999999999998,10.505999999999998,12
365,Cardinal EasyOpen D-Ring Binders,Office Supplies,Binders,4.0,91.25,74.95,44.97,19
366,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,Envelopes,4.0,91.25,28.32,16.992,12
367,UniKeep View Case Binders,Office Supplies,Binders,4.0,91.25,11.24,6.744,7
368,G.E. Halogen Desk Lamp Bulbs,Furniture,Furnishings,4.0,91.25,27.92,16.752,4
369,OtterBox Commuter Series Case - Samsung Galaxy S4,Technology,Phones,4.0,91.25,264.89,158.934,12
370,Iceberg Mobile Mega Data/Printer Cart,Office Supplies,Storage,4.0,91.25,1780.88,1068.528,16
371,Xerox 2,Office Supplies,Paper,4.0,91.25,131.71,79.026,11
372,Xerox 1935,Office Supplies,Paper,4.0,91.25,538.15,322.89,21
373,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Technology,Phones,4.0,91.25,98.73,59.238,9
374,Cisco SPA508G,Technology,Phones,4.0,91.25,659.9,395.94,10
375,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,Chairs,4.0,91.25,4759.16,2855.4959999999996,19
376,Avery 514,Office Supplies,Labels,4.0,91.25,33.410000000000004,20.046000000000003,12
377,Maxell 4.7GB DVD+RW 3/Pack,Technology,Accessories,4.0,91.25,238.95,143.36999999999998,15
378,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,Bookcases,4.0,91.25,3470.3,2082.18,15
379,"Quartet Alpha White Chalk, 12/Pack",Office Supplies,Art,4.0,91.25,15.469999999999999,9.281999999999998,8
380,Belkin F9S820V06 8 Outlet Surge,Office Supplies,Appliances,4.0,91.25,201.37,120.822,15
381,"Global Stack Chair without Arms, Black",Furniture,Chairs,4.0,91.25,524.8,314.87999999999994,27
382,Cisco Unified IP Phone 7945G VoIP phone,Technology,Phones,4.0,91.25,3546.3,2127.78,13
383,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Furniture,Furnishings,4.0,91.25,358.26,214.956,9
384,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings,4.0,91.25,905.4900000000001,543.2940000000001,9
385,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Office Supplies,Paper,4.0,91.25,42.0,25.2,12
386,"Howard Miller 12"" Round Wall Clock",Furniture,Furnishings,4.0,91.25,282.89,169.73399999999998,9
387,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Art,4.0,91.25,63.61,38.166,13
388,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,Furniture,Furnishings,4.0,91.25,216.8,130.08,7
389,Avery Round Ring Poly Binders,Office Supplies,Binders,4.0,91.25,11.65,6.99,7
390,Avery Hole Reinforcements,Office Supplies,Binders,4.0,91.25,74.15,44.49,21
391,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Office Supplies,Binders,4.0,91.25,667.97,400.782,25
392,Avery Durable Slant Ring Binders With Label Holder,Office Supplies,Binders,4.0,91.25,26.34,15.803999999999998,11
393,Round Ring Binders,Office Supplies,Binders,4.0,91.25,4.37,2.622,7
394,Micropad Numeric Keypads,Technology,Accessories,4.0,91.25,91.95,55.17,5
395,Chromcraft Round Conference Tables,Furniture,Tables,4.0,91.25,4130.68,2478.408,33
396,Easy-staple paper,Office Supplies,Paper,4.0,91.25,158.28,94.968,6
397,Adjustable Depth Letter/Legal Cart,Office Supplies,Storage,4.0,91.25,5298.63,3179.178,31
398,Ativa V4110MDD Micro-Cut Shredder,Technology,Machines,4.0,91.25,4899.93,2939.958,7
399,Xerox 224,Office Supplies,Paper,4.0,91.25,16.85,10.110000000000001,3
400,Innergie mMini Combo Duo USB Travel Charging Kit,Technology,Phones,4.0,91.25,71.98,43.188,2
401,Stanley Contemporary Battery Pencil Sharpeners,Office Supplies,Art,4.0,91.25,253.65,152.19,21
402,AT&T 1080 Corded phone,Technology,Phones,4.0,91.25,1452.0900000000001,871.254,13
403,Logitech G19 Programmable Gaming Keyboard,Technology,Accessories,4.0,91.25,5800.2300000000005,3480.1380000000004,32
404,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",Office Supplies,Paper,4.0,91.25,7.8500000000000005,4.71,4
405,Security-Tint Envelopes,Office Supplies,Envelopes,4.0,91.25,73.34,44.004,10
406,Brown Kraft Recycled Envelopes,Office Supplies,Envelopes,4.0,91.25,118.86,71.316,7
407,KI Adjustable-Height Table,Furniture,Tables,4.0,91.25,1736.79,1042.0739999999998,26
408,Xerox 1945,Office Supplies,Paper,4.0,91.25,606.65,363.98999999999995,17
409,Xerox 216,Office Supplies,Paper,4.0,91.25,102.38,61.428,19
410,"Eldon Base for stackable storage shelf, platinum",Office Supplies,Storage,4.0,91.25,334.89,200.934,10
411,Avery 502,Office Supplies,Labels,4.0,91.25,12.6,7.56,5
412,Steel Personal Filing/Posting Tote,Office Supplies,Storage,4.0,91.25,227.26,136.356,7
413,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,Envelopes,4.0,91.25,287.52,172.51199999999997,8
414,Xerox 1896,Office Supplies,Paper,4.0,91.25,49.95,29.97,5
415,Cardinal Slant-D Ring Binders,Office Supplies,Binders,4.0,91.25,45.19,27.113999999999997,8
416,Hoover Shoulder Vac Commercial Portable Vacuum,Office Supplies,Appliances,4.0,91.25,1502.85,901.7099999999999,6
417,Staples,Office Supplies,Fasteners,4.0,91.25,10.51,6.306,4
418,Acco Expandable Hanging Binders,Office Supplies,Binders,4.0,91.25,25.52,15.312,4
419,Shocksock Galaxy S4 Armband,Technology,Phones,4.0,91.25,63.510000000000005,38.106,7
420,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Technology,Copiers,4.0,91.25,1559.94,935.9639999999999,6
421,"Eldon Regeneration Recycled Desk Accessories, Smoke",Furniture,Furnishings,4.0,91.25,27.49,16.494,17
422,Hon Deluxe Fabric Upholstered Stacking Chairs,Furniture,Chairs,4.0,91.25,707.54,424.52399999999994,4
423,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Office Supplies,Art,4.0,91.25,140.24,84.144,9
424,PowerGen Dual USB Car Charger,Technology,Phones,4.0,91.25,79.92,47.952,8
425,Ibico Laser Imprintable Binding System Covers,Office Supplies,Binders,4.0,91.25,707.4,424.44,19
426,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Office Supplies,Binders,4.0,91.25,50.64,30.384,18
427,Logitech K350 2.4Ghz Wireless Keyboard,Technology,Accessories,4.0,91.25,567.38,340.428,12
428,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",Furniture,Furnishings,4.0,91.25,109.48,65.688,2
429,Safco Industrial Wire Shelving System,Office Supplies,Storage,4.0,91.25,272.94,163.76399999999998,3
430,Xerox 1996,Office Supplies,Paper,4.0,91.25,98.5,59.099999999999994,16
431,Iris Project Case,Office Supplies,Storage,4.0,91.25,63.84,38.304,8
432,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Office Supplies,Paper,4.0,91.25,40.28,24.168,4
433,Harbour Creations Steel Folding Chair,Furniture,Chairs,4.0,91.25,1190.25,714.15,18
434,Kensington Orbit Wireless Mobile Trackball for PC and Mac,Technology,Accessories,4.0,91.25,671.89,403.13399999999996,14
435,Global Chrome Stack Chair,Furniture,Chairs,4.0,91.25,623.89,374.334,25
436,Nortel Networks T7316 E Nt8 B27,Technology,Phones,4.0,91.25,380.74,228.444,7
437,Global Low Back Tilter Chair,Furniture,Chairs,4.0,91.25,858.3299999999999,514.9979999999999,10
438,Wilson Jones Standard D-Ring Binders,Office Supplies,Binders,4.0,91.25,19.73,11.838,8
439,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Office Supplies,Binders,4.0,91.25,52.53,31.518,5
440,"Quartet Omega Colored Chalk, 12/Pack",Office Supplies,Art,4.0,91.25,16.35,9.81,3
441,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Furniture,Furnishings,4.0,91.25,70.22,42.132,7
442,Plantronics S12 Corded Telephone Headset System,Technology,Accessories,4.0,91.25,582.0699999999999,349.24199999999996,6
443,Samsung Galaxy Note 2,Technology,Phones,4.0,91.25,2966.07,1779.642,13
444,Fellowes Super Stor/Drawer,Office Supplies,Storage,4.0,91.25,333.0,199.79999999999998,12
445,GE DSL Phone Line Filter,Technology,Phones,4.0,91.25,415.9,249.53999999999996,13
446,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furniture,Furnishings,4.0,91.25,235.17000000000002,141.102,7
447,Peel & Stick Add-On Corner Pockets,Office Supplies,Binders,4.0,91.25,8.64,5.184,8
448,Easy-staple paper,Office Supplies,Paper,4.0,91.25,129.79000000000002,77.87400000000001,15
449,Carina Media Storage Towers in Natural & Black,Office Supplies,Storage,4.0,91.25,182.94,109.764,3
450,Fellowes Econo/Stor Drawers,Office Supplies,Storage,4.0,91.25,581.58,348.94800000000004,7
451,Dax Clear Box Frame,Furniture,Furnishings,4.0,91.25,68.09,40.854,9
452,SANFORD Liquid Accent Tank-Style Highlighters,Office Supplies,Art,4.0,91.25,11.36,6.816,4
453,"Eldon Image Series Desk Accessories, Ebony",Furniture,Furnishings,4.0,91.25,32.11,19.266,3
454,Sanford 52201 APSCO Electric Pencil Sharpener,Office Supplies,Art,4.0,91.25,73.75,44.25,2
455,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Office Supplies,Fasteners,4.0,91.25,114.80000000000001,68.88000000000001,11
456,Hon Non-Folding Utility Tables,Furniture,Tables,4.0,91.25,1656.83,994.098,13
457,Bestar Classic Bookcase,Furniture,Bookcases,4.0,91.25,972.9,583.74,21
458,Mitel MiVoice 5330e IP Phone,Technology,Phones,4.0,91.25,1649.94,989.9639999999999,6
459,Westinghouse Clip-On Gooseneck Lamps,Furniture,Furnishings,4.0,91.25,170.75,102.45,22
460,Howard Miller Distant Time Traveler Alarm Clock,Furniture,Furnishings,4.0,91.25,318.07,190.84199999999998,12
461,Wilson Jones Active Use Binders,Office Supplies,Binders,4.0,91.25,74.25999999999999,44.55599999999999,15
462,Pencil and Crayon Sharpener,Office Supplies,Art,4.0,91.25,8.32,4.992,4
463,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11",Office Supplies,Paper,4.0,91.25,49.92,29.951999999999998,8
464,Panasonic KP-380BK Classic Electric Pencil Sharpener,Office Supplies,Art,4.0,91.25,546.89,328.13399999999996,17
465,Memorex Froggy Flash Drive 4 GB,Technology,Accessories,4.0,91.25,101.11,60.666,10
466,"Maxell 74 Minute CD-R Spindle, 50/Pack",Technology,Accessories,4.0,91.25,461.34000000000003,276.80400000000003,22
467,Geemarc AmpliPOWER60,Technology,Phones,4.0,91.25,1540.48,924.288,20
468,Avery 48,Office Supplies,Labels,4.0,91.25,15.12,9.072,3
469,Avery Arch Ring Binders,Office Supplies,Binders,4.0,91.25,1193.3200000000002,715.9920000000001,43
470,Xerox 1915,Office Supplies,Paper,4.0,91.25,461.34,276.804,5
471,Avery Reinforcements for Hole-Punch Pages,Office Supplies,Binders,4.0,91.25,6.93,4.1579999999999995,14
472,Colorific Watercolor Pencils,Office Supplies,Art,4.0,91.25,36.120000000000005,21.672,8
473,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,Binders,4.0,91.25,70.21000000000001,42.126000000000005,20
474,"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,Storage,4.0,91.25,37.74,22.644000000000002,3
475,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Furniture,Furnishings,4.0,91.25,95.96,57.57599999999999,4
476,Pyle PMP37LED,Technology,Phones,4.0,91.25,2226.97,1336.1819999999998,27
477,Avery 517,Office Supplies,Labels,4.0,91.25,3.69,2.214,1
478,Avery 477,Office Supplies,Labels,4.0,91.25,152.65,91.59,5
479,Memorex Froggy Flash Drive 8 GB,Technology,Accessories,4.0,91.25,99.4,59.64,7
480,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Technology,Phones,4.0,91.25,2807.61,1684.566,9
481,Fellowes Black Plastic Comb Bindings,Office Supplies,Binders,4.0,91.25,23.830000000000002,14.298,7
482,"Hot File 7-Pocket, Floor Stand",Office Supplies,Storage,4.0,91.25,2569.97,1541.9819999999997,16
483,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,Appliances,4.0,91.25,353.81,212.286,29
484,Avoid Verbal Orders Carbonless Minifold Book,Office Supplies,Paper,4.0,91.25,41.239999999999995,24.743999999999996,13
485,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Technology,Phones,4.0,91.25,30.69,18.414,9
486,Advantus Rolling Storage Box,Office Supplies,Storage,4.0,91.25,96.03999999999999,57.623999999999995,7
487,Wilson Jones Legal Size Ring Binders,Office Supplies,Binders,4.0,91.25,347.44,208.464,23
488,Cisco CP-7937G Unified IP Conference Station Phone,Technology,Machines,4.0,91.25,1391.4,834.84,4
489,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Office Supplies,Binders,4.0,91.25,25.060000000000002,15.036000000000001,8
490,Avery Recycled Flexi-View Covers for Binding Systems,Office Supplies,Binders,4.0,91.25,109.0,65.39999999999999,23
491,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,4.0,91.25,651.8499999999999,391.10999999999996,7
492,Motorola L804,Technology,Phones,4.0,91.25,183.96,110.376,5
493,Things To Do Today Pad,Office Supplies,Paper,4.0,91.25,36.39,21.834,7
494,Fellowes Bankers Box Stor/Drawer Steel Plus,Office Supplies,Storage,4.0,91.25,486.09000000000003,291.654,19
495,Xerox 1909,Office Supplies,Paper,4.0,91.25,306.01,183.606,12
496,DYMO CardScan Personal V9 Business Card Scanner,Technology,Machines,4.0,91.25,95.99,57.593999999999994,2
497,Case Logic 2.4GHz Wireless Keyboard,Technology,Accessories,4.0,91.25,489.9,293.94,11
498,Adtran 1202752G1,Technology,Phones,4.0,91.25,1083.51,650.106,9
499,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,Furniture,Chairs,4.0,91.25,2472.63,1483.578,11
500,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Furniture,Furnishings,4.0,91.25,350.16,210.096,15
501,Logitech Desktop MK120 Mouse and keyboard Combo,Technology,Accessories,4.0,91.25,140.7,84.41999999999999,9
502,Avery 490,Office Supplies,Labels,4.0,91.25,41.44,24.863999999999997,3
503,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Office Supplies,Binders,4.0,91.25,17.09,10.254,4
504,Hoover WindTunnel Plus Canister Vacuum,Office Supplies,Appliances,4.0,91.25,2179.5,1307.7,6
505,Xerox 1934,Office Supplies,Paper,4.0,91.25,705.3499999999999,423.2099999999999,13
506,Newell 329,Office Supplies,Art,4.0,91.25,24.27,14.562,8
507,Panasonic KX T7731-B Digital phone,Technology,Phones,4.0,91.25,616.74,370.044,7
508,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Office Supplies,Storage,4.0,91.25,222.46,133.476,7
509,Ibico Standard Transparent Covers,Office Supplies,Binders,4.0,91.25,166.44,99.86399999999999,17
510,"Carina 42""Hx23 3/4""W Media Storage Unit",Office Supplies,Storage,4.0,91.25,647.8299999999999,388.6979999999999,9
511,White Computer Printout Paper by Universal,Office Supplies,Paper,4.0,91.25,441.85999999999996,265.116,12
512,Revere Boxed Rubber Bands by Revere,Office Supplies,Fasteners,4.0,91.25,9.45,5.669999999999999,5
513,"Eldon 200 Class Desk Accessories, Black",Furniture,Furnishings,4.0,91.25,75.36,45.216,12
514,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Furniture,Bookcases,4.0,91.25,803.9300000000001,482.358,7
515,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Envelopes,4.0,91.25,167.96,100.776,2
516,Aastra 57i VoIP phone,Technology,Phones,4.0,91.25,2100.9300000000003,1260.5580000000002,13
